param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.125,0.016,-0.154,-0.095,0.0,0.0,3258.0,2837.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
v_coherence_signed,6.915,0.195,6.548,7.278,0.004,0.003,2906.0,2222.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
a,1.347,0.011,1.326,1.367,0.0,0.0,3315.0,2898.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
z,0.486,0.01,0.468,0.505,0.0,0.0,2865.0,2452.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
g,0.987,0.013,0.965,1.0,0.0,0.0,2208.0,1548.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
v(0.15),0.913,0.031,0.855,0.974,0.001,0.0,2941.0,2703.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
v(0),-0.125,0.016,-0.154,-0.095,0.0,0.0,3258.0,2837.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
v(-0.15),-1.162,0.035,-1.228,-1.096,0.001,0.001,3076.0,2515.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
g_native,15.8,0.202,15.441,16.0,0.004,0.005,2208.0,1548.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
a_native,0.337,0.003,0.331,0.342,0.0,0.0,3315.0,2898.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
v_native(0.15),3.651,0.125,3.421,3.895,0.002,0.002,2941.0,2703.0,1.0,0.8,16.0,1.5,60,1961,0.476,g0.8_k16_b1.5_s60
