param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.172,0.017,-0.204,-0.141,0.0,0.0,3281.0,2618.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
v_coherence_signed,7.251,0.195,6.895,7.624,0.003,0.003,3175.0,2925.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
a,1.383,0.012,1.36,1.406,0.0,0.0,2890.0,2293.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
z,0.415,0.01,0.397,0.432,0.0,0.0,3199.0,2642.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
g,0.982,0.017,0.951,1.0,0.0,0.0,1982.0,1455.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
v(0.15),0.915,0.032,0.86,0.978,0.001,0.0,3578.0,2611.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
v(0),-0.172,0.017,-0.204,-0.141,0.0,0.0,3281.0,2618.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
v(-0.15),-1.26,0.036,-1.324,-1.193,0.001,0.001,2923.0,2501.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
g_native,15.714,0.275,15.211,16.0,0.005,0.007,1982.0,1455.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
a_native,0.346,0.003,0.34,0.351,0.0,0.0,2890.0,2293.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
v_native(0.15),3.661,0.126,3.438,3.91,0.002,0.002,3578.0,2611.0,1.0,0.8,16.0,1.5,61,1954,0.444,g0.8_k16_b1.5_s61
