param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.063,0.016,-0.092,-0.033,0.0,0.0,2967.0,2872.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
v_coherence_signed,7.055,0.192,6.679,7.397,0.004,0.003,3001.0,2434.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
a,1.38,0.012,1.36,1.405,0.0,0.0,2867.0,2780.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
z,0.53,0.01,0.512,0.549,0.0,0.0,3381.0,2995.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
g,0.986,0.014,0.96,1.0,0.0,0.0,2371.0,1647.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
v(0.15),0.995,0.032,0.935,1.053,0.001,0.0,3074.0,2656.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
v(0),-0.063,0.016,-0.092,-0.033,0.0,0.0,2967.0,2872.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
v(-0.15),-1.121,0.034,-1.181,-1.055,0.001,0.001,2946.0,2413.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
g_native,15.776,0.224,15.363,16.0,0.004,0.006,2371.0,1647.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
a_native,0.345,0.003,0.34,0.351,0.0,0.0,2867.0,2780.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
v_native(0.15),3.981,0.128,3.738,4.211,0.002,0.002,3074.0,2656.0,1.0,0.8,16.0,1.5,53,1944,0.428,g0.8_k16_b1.5_s53
