param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.069,0.026,-0.118,-0.02,0.0,0.0,2787.0,2751.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
v_coherence_signed,8.769,0.274,8.256,9.294,0.005,0.004,3146.0,2559.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
a,0.917,0.009,0.9,0.934,0.0,0.0,2735.0,2612.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
z,0.461,0.008,0.445,0.476,0.0,0.0,2817.0,2631.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
g,0.944,0.048,0.858,1.0,0.001,0.001,1645.0,1216.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
v(0.15),1.246,0.047,1.16,1.334,0.001,0.001,2980.0,2682.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
v(0),-0.069,0.026,-0.118,-0.02,0.0,0.0,2787.0,2751.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
v(-0.15),-1.385,0.05,-1.474,-1.285,0.001,0.001,3096.0,2339.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
g_native,9.444,0.482,8.58,10.0,0.01,0.01,1645.0,1216.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
a_native,0.29,0.003,0.285,0.295,0.0,0.0,2735.0,2612.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
v_native(0.15),3.94,0.149,3.669,4.219,0.003,0.002,2980.0,2682.0,1.0,1.2,10.0,1.5,55,1999,0.36,g1.2_k10_b1.5_s55
