param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.052,0.023,-0.094,-0.009,0.0,0.0,3226.0,2554.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
v_coherence_signed,8.958,0.249,8.499,9.437,0.004,0.004,3115.0,2529.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
a,1.029,0.009,1.014,1.046,0.0,0.0,3352.0,2584.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
z,0.462,0.008,0.447,0.478,0.0,0.0,3213.0,3109.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
g,0.978,0.021,0.939,1.0,0.0,0.001,2560.0,1960.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
v(0.15),1.292,0.044,1.207,1.372,0.001,0.001,2900.0,2362.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
v(0),-0.052,0.023,-0.094,-0.009,0.0,0.0,3226.0,2554.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
v(-0.15),-1.396,0.044,-1.476,-1.315,0.001,0.001,3290.0,2570.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
g_native,9.781,0.213,9.392,10.0,0.004,0.006,2560.0,1960.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
a_native,0.326,0.003,0.321,0.331,0.0,0.0,3352.0,2584.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
v_native(0.15),4.085,0.138,3.818,4.34,0.003,0.002,2900.0,2362.0,1.0,1.0,10.0,1.5,43,1993,0.38,g1.0_k10_b1.5_s43
