param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.192,0.021,-0.23,-0.152,0.0,0.0,2784.0,2057.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
v_coherence_signed,8.631,0.229,8.221,9.09,0.005,0.004,2565.0,2483.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
a,1.176,0.011,1.155,1.197,0.0,0.0,2658.0,2057.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
z,0.418,0.009,0.402,0.434,0.0,0.0,2971.0,2462.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
g,0.976,0.023,0.932,1.0,0.0,0.001,2132.0,1674.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
v(0.15),1.102,0.037,1.033,1.172,0.001,0.001,3024.0,2732.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
v(0),-0.192,0.021,-0.23,-0.152,0.0,0.0,2784.0,2057.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
v(-0.15),-1.487,0.043,-1.564,-1.406,0.001,0.001,2480.0,2126.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
g_native,9.759,0.234,9.321,10.0,0.004,0.006,2132.0,1674.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
a_native,0.372,0.003,0.365,0.378,0.0,0.0,2658.0,2057.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
v_native(0.15),3.486,0.116,3.267,3.705,0.002,0.002,3024.0,2732.0,1.0,0.8,10.0,1.5,61,1954,0.39,g0.8_k10_b1.5_s61
