param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.056,0.021,-0.094,-0.015,0.0,0.0,2032.0,2235.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
v_coherence_signed,6.862,0.206,6.482,7.235,0.004,0.003,2434.0,2367.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
a,1.453,0.036,1.388,1.522,0.001,0.001,1607.0,1737.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
z,0.595,0.008,0.58,0.61,0.0,0.0,2126.0,2120.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
g,0.267,0.081,0.109,0.412,0.002,0.002,1575.0,1684.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
v(0.15),0.973,0.039,0.902,1.044,0.001,0.001,2145.0,2051.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
v(0),-0.056,0.021,-0.094,-0.015,0.0,0.0,2032.0,2235.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
v(-0.15),-1.085,0.036,-1.151,-1.02,0.001,0.001,2509.0,2484.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
g_native,4.277,1.298,1.749,6.595,0.033,0.025,1575.0,1684.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
a_native,0.363,0.009,0.347,0.38,0.0,0.0,1607.0,1737.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
v_native(0.15),3.894,0.156,3.607,4.177,0.003,0.003,2145.0,2051.0,1.0,1.0,16.0,1.5,59,1998,0.396,g1.0_k16_b1.5_s59
