param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.023,0.006,-0.034,-0.012,0.0,0.0,2492.0,2655.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
v_coherence_signed,8.805,0.063,8.69,8.922,0.001,0.001,2965.0,2318.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
a,0.92,0.003,0.914,0.926,0.0,0.0,1957.0,2048.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
z,0.496,0.002,0.492,0.5,0.0,0.0,2418.0,2125.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
g,0.921,0.026,0.872,0.968,0.001,0.0,1815.0,1515.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
v(0.15),1.298,0.011,1.278,1.318,0.0,0.0,2784.0,2727.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
v(0),-0.023,0.006,-0.034,-0.012,0.0,0.0,2492.0,2655.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
v(-0.15),-1.343,0.011,-1.364,-1.322,0.0,0.0,2778.0,2256.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
g_native,9.206,0.256,8.72,9.681,0.006,0.005,1815.0,1515.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
a_native,0.291,0.001,0.289,0.293,0.0,0.0,1957.0,2048.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
v_native(0.15),4.105,0.035,4.04,4.169,0.001,0.0,2784.0,2727.0,1.0,1.2,10.0,1.5,0,39988,0.34,g1.2_k10_b1.5_pooled
