param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.007,0.027,-0.058,0.041,0.001,0.0,2715.0,2755.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
v_coherence_signed,8.843,0.271,8.343,9.359,0.005,0.004,3007.0,2292.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
a,0.9,0.008,0.885,0.915,0.0,0.0,2842.0,2587.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
z,0.454,0.008,0.44,0.47,0.0,0.0,2691.0,2759.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
g,0.967,0.03,0.912,1.0,0.001,0.001,2505.0,1894.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
v(0.15),1.319,0.049,1.225,1.411,0.001,0.001,2932.0,3105.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
v(0),-0.007,0.027,-0.058,0.041,0.001,0.0,2715.0,2755.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
v(-0.15),-1.334,0.048,-1.427,-1.247,0.001,0.001,2952.0,2697.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
g_native,9.672,0.304,9.119,9.999,0.005,0.006,2505.0,1894.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
a_native,0.285,0.003,0.28,0.289,0.0,0.0,2842.0,2587.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
v_native(0.15),4.171,0.156,3.873,4.462,0.003,0.002,2932.0,3105.0,1.0,1.2,10.0,1.5,43,2000,0.38,g1.2_k10_b1.5_s43
