param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.095,0.023,0.054,0.14,0.0,0.0,2388.0,2682.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
v_coherence_signed,8.786,0.253,8.334,9.281,0.005,0.004,2776.0,2132.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
a,1.064,0.01,1.045,1.083,0.0,0.0,2856.0,2040.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
z,0.538,0.009,0.521,0.554,0.0,0.0,2548.0,2726.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
g,0.956,0.039,0.882,1.0,0.001,0.001,1713.0,1430.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
v(0.15),1.413,0.046,1.325,1.497,0.001,0.001,2434.0,2478.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
v(0),0.095,0.023,0.054,0.14,0.0,0.0,2388.0,2682.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
v(-0.15),-1.223,0.042,-1.3,-1.145,0.001,0.001,2978.0,2410.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
g_native,9.56,0.39,8.82,10.0,0.008,0.007,1713.0,1430.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
a_native,0.336,0.003,0.33,0.342,0.0,0.0,2856.0,2040.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
v_native(0.15),4.469,0.146,4.189,4.734,0.003,0.002,2434.0,2478.0,1.0,1.0,10.0,1.5,51,1992,0.36,g1.0_k10_b1.5_s51
