param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.038,0.023,-0.081,0.003,0.0,0.0,3135.0,2878.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
v_coherence_signed,8.69,0.258,8.194,9.168,0.005,0.004,2902.0,2034.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
a,1.022,0.01,1.004,1.041,0.0,0.0,2485.0,2101.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
z,0.485,0.009,0.468,0.5,0.0,0.0,2836.0,2767.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
g,0.954,0.039,0.884,1.0,0.001,0.001,1638.0,1352.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
v(0.15),1.265,0.044,1.182,1.347,0.001,0.001,2878.0,2382.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
v(0),-0.038,0.023,-0.081,0.003,0.0,0.0,3135.0,2878.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
v(-0.15),-1.342,0.046,-1.427,-1.255,0.001,0.001,3037.0,2468.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
g_native,9.545,0.392,8.838,10.0,0.008,0.008,1638.0,1352.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
a_native,0.323,0.003,0.317,0.329,0.0,0.0,2485.0,2101.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
v_native(0.15),4.001,0.14,3.738,4.259,0.003,0.002,2878.0,2382.0,1.0,1.0,10.0,1.5,46,1992,0.36,g1.0_k10_b1.5_s46
