param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.073,0.019,0.04,0.112,0.0,0.0,2686.0,2638.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
v_coherence_signed,7.147,0.211,6.758,7.535,0.004,0.003,3237.0,2215.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
a,1.17,0.012,1.149,1.194,0.0,0.0,2447.0,1536.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
z,0.548,0.009,0.531,0.564,0.0,0.0,2644.0,2441.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
g,0.954,0.041,0.877,1.0,0.001,0.001,1633.0,1637.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
v(0.15),1.145,0.039,1.072,1.215,0.001,0.001,2991.0,2754.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
v(0),0.073,0.019,0.04,0.112,0.0,0.0,2686.0,2638.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
v(-0.15),-0.999,0.035,-1.065,-0.934,0.001,0.001,3294.0,2514.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
g_native,15.259,0.655,14.029,16.0,0.016,0.016,1633.0,1637.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
a_native,0.292,0.003,0.287,0.298,0.0,0.0,2447.0,1536.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
v_native(0.15),4.58,0.155,4.289,4.861,0.003,0.002,2991.0,2754.0,1.0,1.0,16.0,1.5,48,1995,0.428,g1.0_k16_b1.5_s48
