param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.055,0.005,-0.064,-0.046,0.0,0.0,2796.0,2615.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
v_coherence_signed,7.719,0.053,7.617,7.818,0.001,0.001,2732.0,2657.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
a,1.794,0.013,1.769,1.817,0.0,0.0,1699.0,2004.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
z,0.493,0.002,0.489,0.497,0.0,0.0,2476.0,2494.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
g,0.227,0.018,0.193,0.261,0.0,0.0,1660.0,1907.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
v(0.15),1.103,0.009,1.085,1.119,0.0,0.0,3070.0,2615.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
v(0),-0.055,0.005,-0.064,-0.046,0.0,0.0,2796.0,2615.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
v(-0.15),-1.213,0.009,-1.23,-1.195,0.0,0.0,2501.0,2327.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
g_model,0.227,0.018,0.193,0.261,0.0,0.0,1660.0,1907.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
a_model,1.794,0.013,1.769,1.817,0.0,0.0,1699.0,2004.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
g_native,2.268,0.179,1.928,2.61,0.004,0.004,1660.0,1907.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
a_native,0.567,0.004,0.559,0.575,0.0,0.0,1699.0,2004.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
v_native(0.15),3.487,0.029,3.431,3.538,0.001,0.0,3070.0,2615.0,1.0,1.0,10.0,2.94,0,27855,0.47,g1.0_k10_b2.94_pooled
