param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.119,0.016,-0.148,-0.087,0.0,0.0,3304.0,3206.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
v_coherence_signed,6.776,0.195,6.411,7.143,0.003,0.003,3123.0,2437.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
a,1.353,0.011,1.333,1.374,0.0,0.0,3082.0,2984.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
z,0.446,0.009,0.429,0.464,0.0,0.0,3217.0,2787.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
g,0.987,0.013,0.962,1.0,0.0,0.0,2265.0,1352.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
v(0.15),0.898,0.032,0.838,0.957,0.001,0.0,3526.0,2698.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
v(0),-0.119,0.016,-0.148,-0.087,0.0,0.0,3304.0,3206.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
v(-0.15),-1.135,0.035,-1.2,-1.071,0.001,0.001,2943.0,2766.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
g_native,15.785,0.211,15.394,16.0,0.004,0.005,2265.0,1352.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
a_native,0.338,0.003,0.333,0.344,0.0,0.0,3082.0,2984.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
v_native(0.15),3.591,0.126,3.353,3.827,0.002,0.002,3526.0,2698.0,1.0,0.8,16.0,1.5,54,1941,0.428,g0.8_k16_b1.5_s54
