param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.096,0.029,0.042,0.147,0.001,0.0,2586.0,2433.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
v_coherence_signed,9.856,0.309,9.284,10.433,0.006,0.005,2692.0,2390.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
a,0.861,0.008,0.846,0.877,0.0,0.0,2805.0,2854.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
z,0.447,0.008,0.432,0.462,0.0,0.0,2572.0,3144.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
g,0.95,0.043,0.871,1.0,0.001,0.001,2272.0,1545.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
v(0.15),1.574,0.055,1.47,1.676,0.001,0.001,2491.0,2731.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
v(0),0.096,0.029,0.042,0.147,0.001,0.0,2586.0,2433.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
v(-0.15),-1.383,0.054,-1.488,-1.285,0.001,0.001,2836.0,2747.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
g_native,9.498,0.435,8.711,9.999,0.008,0.011,2272.0,1545.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
a_native,0.272,0.003,0.268,0.277,0.0,0.0,2805.0,2854.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
v_native(0.15),4.978,0.174,4.649,5.3,0.003,0.003,2491.0,2731.0,1.0,1.2,10.0,1.5,56,2000,0.38,g1.2_k10_b1.5_s56
