param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.07,0.019,-0.105,-0.034,0.0,0.0,3193.0,2818.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
v_coherence_signed,7.23,0.218,6.827,7.639,0.004,0.003,3223.0,2632.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
a,1.178,0.01,1.159,1.197,0.0,0.0,2603.0,2444.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
z,0.448,0.009,0.431,0.463,0.0,0.0,3321.0,2968.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
g,0.971,0.027,0.92,1.0,0.001,0.001,1953.0,1474.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
v(0.15),1.014,0.037,0.943,1.079,0.001,0.001,3313.0,2832.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
v(0),-0.07,0.019,-0.105,-0.034,0.0,0.0,3193.0,2818.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
v(-0.15),-1.155,0.039,-1.23,-1.084,0.001,0.001,3155.0,2897.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
g_native,15.531,0.436,14.718,16.0,0.009,0.008,1953.0,1474.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
a_native,0.295,0.003,0.29,0.299,0.0,0.0,2603.0,2444.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
v_native(0.15),4.056,0.147,3.77,4.316,0.003,0.002,3313.0,2832.0,1.0,1.0,16.0,1.5,54,1996,0.396,g1.0_k16_b1.5_s54
