param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.033,0.019,-0.065,0.004,0.0,0.0,3125.0,2726.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
v_coherence_signed,8.138,0.209,7.744,8.525,0.004,0.003,3331.0,2687.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
a,1.249,0.01,1.231,1.269,0.0,0.0,3134.0,2788.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
z,0.471,0.009,0.455,0.488,0.0,0.0,3597.0,3020.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
g,0.991,0.009,0.974,1.0,0.0,0.0,2635.0,1529.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
v(0.15),1.188,0.035,1.124,1.256,0.001,0.001,3408.0,2954.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
v(0),-0.033,0.019,-0.065,0.004,0.0,0.0,3125.0,2726.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
v(-0.15),-1.254,0.038,-1.325,-1.184,0.001,0.001,3286.0,2512.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
g_native,9.907,0.094,9.736,10.0,0.002,0.002,2635.0,1529.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
a_native,0.395,0.003,0.389,0.401,0.0,0.0,3134.0,2788.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
v_native(0.15),3.756,0.11,3.554,3.97,0.002,0.002,3408.0,2954.0,1.0,0.8,10.0,1.5,57,1869,0.44,g0.8_k10_b1.5_s57
