param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.085,0.016,-0.114,-0.055,0.0,0.0,3322.0,2659.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
v_coherence_signed,6.951,0.195,6.575,7.305,0.004,0.003,2877.0,2195.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
a,1.368,0.011,1.346,1.388,0.0,0.0,2732.0,2515.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
z,0.471,0.01,0.452,0.489,0.0,0.0,2945.0,2286.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
g,0.983,0.016,0.953,1.0,0.0,0.0,2409.0,1821.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
v(0.15),0.958,0.031,0.901,1.017,0.001,0.0,3205.0,2448.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
v(0),-0.085,0.016,-0.114,-0.055,0.0,0.0,3322.0,2659.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
v(-0.15),-1.127,0.035,-1.194,-1.063,0.001,0.001,2794.0,1962.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
g_native,15.731,0.264,15.246,16.0,0.005,0.006,2409.0,1821.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
a_native,0.342,0.003,0.337,0.347,0.0,0.0,2732.0,2515.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
v_native(0.15),3.832,0.126,3.605,4.07,0.002,0.002,3205.0,2448.0,1.0,0.8,16.0,1.5,47,1943,0.444,g0.8_k16_b1.5_s47
