param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.142,0.026,-0.192,-0.096,0.001,0.0,2675.0,2522.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
v_coherence_signed,8.884,0.28,8.403,9.438,0.005,0.005,3523.0,2575.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
a,0.913,0.008,0.898,0.928,0.0,0.0,3321.0,2883.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
z,0.46,0.008,0.445,0.475,0.0,0.0,2931.0,2760.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
g,0.973,0.026,0.926,1.0,0.0,0.001,2275.0,1782.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
v(0.15),1.19,0.047,1.104,1.278,0.001,0.001,3438.0,2844.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
v(0),-0.142,0.026,-0.192,-0.096,0.001,0.0,2675.0,2522.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
v(-0.15),-1.475,0.052,-1.578,-1.388,0.001,0.001,3049.0,2496.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
g_native,9.73,0.263,9.265,10.0,0.005,0.007,2275.0,1782.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
a_native,0.289,0.003,0.284,0.293,0.0,0.0,3321.0,2883.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
v_native(0.15),3.764,0.149,3.493,4.043,0.003,0.002,3438.0,2844.0,1.0,1.2,10.0,1.5,49,2000,0.39,g1.2_k10_b1.5_s49
