draw,g_nat,omit,median_rt,acc,gain,bound,k,net_omit,net_median_rt,net_acc
0,4.8372674,0.006175000000000042,123.8,0.8587620601000746,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
10,4.288243,0.00605,125.15,0.8590969382115619,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
20,4.9481,0.005850000000000022,124.39999999999999,0.8599452932887575,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
30,4.7634494,0.006225000000000036,125.8,0.8614312961273738,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
40,5.221008,0.006924999999999959,125.5,0.858817674058508,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
51,4.3816972,0.006325000000000025,125.2,0.8599048514687172,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
61,4.610244,0.005900000000000016,122.69999999999999,0.8590023490396573,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
71,4.9490058,0.005774999999999975,124.2,0.8599718286519181,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
81,4.2805552,0.005824999999999969,124.3,0.8555598540952802,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
92,4.937458,0.006199999999999983,124.60000000000001,0.8574468673133792,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
102,4.833343,0.006425000000000014,123.39999999999999,0.858149950237753,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
112,5.1598774999999995,0.006149999999999989,125.6,0.8638562543192813,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
122,4.4238985,0.006024999999999947,124.89999999999998,0.8588602697324784,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
133,4.8909986,0.006325000000000025,123.49999999999999,0.8564203194958819,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
143,4.1674757,0.00572499999999998,124.39999999999999,0.856061861364264,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
153,4.9853396,0.007000000000000006,125.89999999999998,0.859679203539823,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
163,4.4286357999999995,0.006425000000000014,125.69999999999997,0.8603095632946379,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
173,4.755534,0.006750000000000034,124.49999999999999,0.8605795819046566,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
184,4.6078765,0.006175000000000042,124.3,0.8609866710912008,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
194,4.9235225,0.0062750000000000306,123.3,0.8607209996682517,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
204,4.6731293,0.006075000000000053,125.3,0.8575732448866777,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
214,3.994441,0.006299999999999972,124.39999999999999,0.8578141411907789,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
225,4.8994362,0.006624999999999992,124.8,0.8591767340281425,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
235,4.7868156,0.00605,123.60000000000001,0.8565388016803007,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
245,4.8623657,0.006249999999999978,124.69999999999999,0.8620012718776785,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
255,4.6377933,0.005550000000000055,125.2,0.8591514280978951,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
266,4.6018386,0.005874999999999964,124.60000000000001,0.8572889318778499,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
276,4.8212755000000005,0.0065749999999999975,124.2,0.8623492976440659,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
286,4.2657099999999994,0.005674999999999986,123.0,0.8597315065465997,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
296,4.8843347999999995,0.006125000000000047,124.1,0.8569374948165759,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
306,4.6888435,0.006225000000000036,125.8,0.8576405208880533,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
317,4.7640932000000005,0.00682499999999997,123.69999999999999,0.8592324282475253,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
327,4.7443425999999995,0.006624999999999992,124.3,0.8560962123306608,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
337,4.7602522,0.007349999999999968,125.2,0.8602784466771846,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
347,4.8586786,0.005824999999999969,124.49999999999999,0.8596811185719417,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
358,4.4641352,0.007000000000000006,124.69999999999999,0.8595617529880478,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
368,4.4732332,0.007199999999999984,126.1,0.8608683628318584,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
378,4.6020913000000006,0.006624999999999992,126.0,0.8573838495575221,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
388,4.3684816,0.005750000000000033,123.49999999999999,0.8569573386383731,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
399,4.4952118,0.005624999999999991,124.89999999999998,0.8604927360106059,1.2,2.5,10.0,0.05569999999999997,127.0,0.8682312569068807
