param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,true,true_native,gain,k,g_source,tag
v_Intercept,-0.023,0.007,-0.037,-0.01,0.0,0.0,2512.0,2440.0,1.0,-0.029997597702013965,-0.09486073307179708,0.8,10.0,theory,recover_g0.8_k10_theory
v_coherence_signed,8.44,0.076,8.292,8.577,0.001,0.001,2812.0,2694.0,1.0,8.373956986449999,26.48077710546176,0.8,10.0,theory,recover_g0.8_k10_theory
a,1.189,0.01,1.171,1.207,0.0,0.0,1887.0,2233.0,1.0,1.1928232291875,0.3772038250189538,0.8,10.0,theory,recover_g0.8_k10_theory
z,0.494,0.003,0.489,0.499,0.0,0.0,2269.0,2247.0,1.0,0.49678646876375,0.49678646876375,0.8,10.0,theory,recover_g0.8_k10_theory
g,0.43,0.039,0.355,0.504,0.001,0.001,1862.0,2329.0,1.0,0.43,4.3,0.8,10.0,theory,recover_g0.8_k10_theory
