param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.085,0.019,-0.122,-0.049,0.0,0.0,3155.0,2878.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
v_coherence_signed,8.403,0.223,7.98,8.816,0.004,0.003,2901.0,2805.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
a,1.171,0.01,1.152,1.189,0.0,0.0,2790.0,2916.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
z,0.528,0.009,0.51,0.543,0.0,0.0,2836.0,2496.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
g,0.983,0.016,0.954,1.0,0.0,0.0,2374.0,1626.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
v(0.15),1.175,0.038,1.109,1.251,0.001,0.001,2842.0,2530.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
v(0),-0.085,0.019,-0.122,-0.049,0.0,0.0,3155.0,2878.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
v(-0.15),-1.346,0.039,-1.42,-1.274,0.001,0.001,2996.0,2513.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
g_native,9.834,0.161,9.544,10.0,0.003,0.003,2374.0,1626.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
a_native,0.37,0.003,0.364,0.376,0.0,0.0,2790.0,2916.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
v_native(0.15),3.717,0.12,3.506,3.955,0.002,0.002,2842.0,2530.0,1.0,0.8,10.0,1.5,53,1944,0.38,g0.8_k10_b1.5_s53
