param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.07,0.028,-0.124,-0.019,0.001,0.0,2542.0,2282.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
v_coherence_signed,8.745,0.278,8.244,9.299,0.005,0.004,2810.0,1944.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
a,0.908,0.011,0.887,0.929,0.0,0.0,1848.0,2268.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
z,0.431,0.008,0.415,0.446,0.0,0.0,2751.0,2745.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
g,0.89,0.08,0.749,1.0,0.002,0.001,1456.0,1370.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
v(0.15),1.241,0.048,1.145,1.327,0.001,0.001,2966.0,2773.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
v(0),-0.07,0.028,-0.124,-0.019,0.001,0.0,2542.0,2282.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
v(-0.15),-1.382,0.052,-1.481,-1.285,0.001,0.001,2543.0,2065.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
g_native,8.9,0.805,7.494,9.999,0.02,0.012,1456.0,1370.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
a_native,0.287,0.004,0.281,0.294,0.0,0.0,1848.0,2268.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
v_native(0.15),3.926,0.152,3.622,4.196,0.003,0.002,2966.0,2773.0,1.0,1.2,10.0,1.5,61,1999,0.36,g1.2_k10_b1.5_s61
