param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.081,0.026,0.033,0.132,0.0,0.0,2745.0,3027.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
v_coherence_signed,9.054,0.28,8.563,9.613,0.005,0.004,2940.0,2488.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
a,0.91,0.008,0.895,0.925,0.0,0.0,3308.0,2518.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
z,0.556,0.008,0.541,0.572,0.0,0.0,2924.0,2796.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
g,0.967,0.031,0.909,1.0,0.001,0.001,2129.0,1505.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
v(0.15),1.44,0.052,1.34,1.535,0.001,0.001,2596.0,2568.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
v(0),0.081,0.026,0.033,0.132,0.0,0.0,2745.0,3027.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
v(-0.15),-1.277,0.047,-1.368,-1.193,0.001,0.001,3304.0,2704.0,1.01,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
g_native,9.666,0.306,9.085,10.0,0.005,0.007,2129.0,1505.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
a_native,0.288,0.003,0.283,0.293,0.0,0.0,3308.0,2518.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
v_native(0.15),4.552,0.164,4.239,4.854,0.003,0.003,2596.0,2568.0,1.0,1.2,10.0,1.5,42,2000,0.38,g1.2_k10_b1.5_s42
