param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.073,0.027,-0.121,-0.021,0.001,0.0,1766.0,2346.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
v_coherence_signed,8.667,0.255,8.161,9.136,0.005,0.004,2714.0,1623.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
a,1.146,0.029,1.088,1.197,0.001,0.001,1573.0,1461.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
z,0.595,0.008,0.579,0.61,0.0,0.0,2469.0,2538.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
g,0.416,0.132,0.169,0.66,0.003,0.003,1521.0,1375.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
v(0.15),1.227,0.048,1.139,1.317,0.001,0.001,1997.0,1980.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
v(0),-0.073,0.027,-0.121,-0.021,0.001,0.0,1766.0,2346.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
v(-0.15),-1.373,0.045,-1.458,-1.29,0.001,0.001,2689.0,2292.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
g_native,4.156,1.318,1.69,6.6,0.034,0.026,1521.0,1375.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
a_native,0.362,0.009,0.344,0.379,0.0,0.0,1573.0,1461.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
v_native(0.15),3.881,0.152,3.603,4.164,0.003,0.002,1997.0,1980.0,1.0,1.0,10.0,1.5,59,1998,0.36,g1.0_k10_b1.5_s59
