param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.129,0.024,-0.175,-0.084,0.0,0.0,3148.0,2636.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
v_coherence_signed,8.738,0.262,8.247,9.222,0.005,0.004,2761.0,2079.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
a,0.992,0.009,0.976,1.01,0.0,0.0,2614.0,2247.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
z,0.491,0.008,0.474,0.506,0.0,0.0,3007.0,3121.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
g,0.963,0.033,0.902,1.0,0.001,0.001,2108.0,1954.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
v(0.15),1.182,0.044,1.097,1.263,0.001,0.001,3091.0,2800.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
v(0),-0.129,0.024,-0.175,-0.084,0.0,0.0,3148.0,2636.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
v(-0.15),-1.44,0.048,-1.534,-1.355,0.001,0.001,2619.0,2798.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
g_native,9.633,0.333,9.017,10.0,0.007,0.007,2108.0,1954.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
a_native,0.314,0.003,0.309,0.32,0.0,0.0,2614.0,2247.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
v_native(0.15),3.737,0.14,3.47,3.993,0.003,0.002,3091.0,2800.0,1.0,1.0,10.0,1.5,60,1998,0.37,g1.0_k10_b1.5_s60
