param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.005,0.024,-0.038,0.049,0.0,0.0,2916.0,3006.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
v_coherence_signed,8.727,0.262,8.255,9.238,0.005,0.004,2940.0,2213.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
a,1.0,0.009,0.982,1.017,0.0,0.0,2900.0,2832.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
z,0.536,0.009,0.52,0.552,0.0,0.0,2473.0,2363.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
g,0.956,0.037,0.887,1.0,0.001,0.001,2090.0,1652.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
v(0.15),1.314,0.046,1.23,1.401,0.001,0.001,2787.0,2450.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
v(0),0.005,0.024,-0.038,0.049,0.0,0.0,2916.0,3006.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
v(-0.15),-1.304,0.046,-1.39,-1.22,0.001,0.001,3108.0,2362.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
g_native,9.561,0.374,8.874,10.0,0.007,0.007,2090.0,1652.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
a_native,0.316,0.003,0.311,0.322,0.0,0.0,2900.0,2832.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
v_native(0.15),4.156,0.146,3.89,4.432,0.003,0.002,2787.0,2450.0,1.0,1.0,10.0,1.5,58,1996,0.35,g1.0_k10_b1.5_s58
