param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.085,0.019,-0.121,-0.05,0.0,0.0,2741.0,2482.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
v_coherence_signed,7.166,0.213,6.783,7.583,0.004,0.003,2722.0,2283.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
a,1.171,0.01,1.153,1.191,0.0,0.0,2758.0,2323.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
z,0.519,0.009,0.502,0.536,0.0,0.0,2794.0,2871.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
g,0.974,0.025,0.928,1.0,0.0,0.001,2140.0,1624.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
v(0.15),0.99,0.036,0.921,1.056,0.001,0.001,2617.0,2650.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
v(0),-0.085,0.019,-0.121,-0.05,0.0,0.0,2741.0,2482.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
v(-0.15),-1.16,0.038,-1.23,-1.084,0.001,0.001,2764.0,2514.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
g_native,15.587,0.395,14.847,15.999,0.007,0.009,2140.0,1624.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
a_native,0.293,0.003,0.288,0.298,0.0,0.0,2758.0,2323.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
v_native(0.15),3.961,0.144,3.686,4.226,0.003,0.002,2617.0,2650.0,1.0,1.0,16.0,1.5,53,1994,0.428,g1.0_k16_b1.5_s53
