param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.033,0.016,0.002,0.064,0.0,0.0,3098.0,2770.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
v_coherence_signed,7.594,0.2,7.23,7.977,0.004,0.003,2663.0,2719.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
a,1.36,0.011,1.339,1.381,0.0,0.0,3025.0,2505.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
z,0.453,0.01,0.435,0.471,0.0,0.0,3272.0,2911.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
g,0.988,0.012,0.968,1.0,0.0,0.0,2531.0,1927.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
v(0.15),1.172,0.034,1.108,1.237,0.001,0.001,2623.0,2869.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
v(0),0.033,0.016,0.002,0.064,0.0,0.0,3098.0,2770.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
v(-0.15),-1.106,0.034,-1.168,-1.043,0.001,0.001,2916.0,2933.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
g_native,15.811,0.187,15.483,16.0,0.003,0.006,2531.0,1927.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
a_native,0.34,0.003,0.335,0.345,0.0,0.0,3025.0,2505.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
v_native(0.15),4.689,0.138,4.433,4.946,0.003,0.002,2623.0,2869.0,1.0,0.8,16.0,1.5,56,1952,0.476,g0.8_k16_b1.5_s56
