param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.059,0.021,-0.095,-0.018,0.0,0.0,3006.0,2618.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
v_coherence_signed,7.103,0.228,6.658,7.526,0.004,0.004,3158.0,2455.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
a,1.097,0.012,1.076,1.121,0.0,0.0,2075.0,1773.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
z,0.457,0.009,0.44,0.473,0.0,0.0,2919.0,2869.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
g,0.941,0.051,0.849,1.0,0.001,0.001,1563.0,1768.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
v(0.15),1.007,0.038,0.933,1.075,0.001,0.001,3104.0,2574.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
v(0),-0.059,0.021,-0.095,-0.018,0.0,0.0,3006.0,2618.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
v(-0.15),-1.124,0.042,-1.2,-1.045,0.001,0.001,3118.0,2473.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
g_native,15.059,0.815,13.58,16.0,0.019,0.021,1563.0,1768.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
a_native,0.274,0.003,0.269,0.28,0.0,0.0,2075.0,1773.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
v_native(0.15),4.028,0.153,3.731,4.299,0.003,0.003,3104.0,2574.0,1.0,1.2,16.0,1.5,55,1999,0.396,g1.2_k16_b1.5_s55
