param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.071,0.022,-0.111,-0.03,0.0,0.0,2928.0,2652.0,1.0,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
v_coherence_signed,7.45,0.242,6.987,7.901,0.004,0.004,3372.0,2028.0,1.01,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
a,1.05,0.01,1.032,1.068,0.0,0.0,2402.0,2687.0,1.0,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
z,0.464,0.008,0.449,0.48,0.0,0.0,3055.0,2474.0,1.0,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
g,0.958,0.036,0.892,1.0,0.001,0.001,1913.0,1808.0,1.0,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
v(0.15),1.046,0.041,0.967,1.125,0.001,0.001,3380.0,2391.0,1.0,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
v(0),-0.071,0.022,-0.111,-0.03,0.0,0.0,2928.0,2652.0,1.0,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
v(-0.15),-1.189,0.043,-1.268,-1.107,0.001,0.001,3217.0,2206.0,1.01,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
g_native,15.331,0.584,14.278,15.998,0.012,0.011,1913.0,1808.0,1.0,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
a_native,0.262,0.002,0.258,0.267,0.0,0.0,2402.0,2687.0,1.0,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
v_native(0.15),4.186,0.166,3.868,4.498,0.003,0.003,3380.0,2391.0,1.0,1.2,16.0,1.5,54,2000,0.396,g1.2_k16_b1.5_s54
