param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.067,0.022,-0.111,-0.027,0.0,0.0,2315.0,1920.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
v_coherence_signed,7.022,0.231,6.562,7.427,0.004,0.004,3069.0,2242.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
a,1.095,0.018,1.064,1.13,0.0,0.0,1648.0,2282.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
z,0.431,0.008,0.416,0.446,0.0,0.0,2589.0,2792.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
g,0.849,0.093,0.694,1.0,0.002,0.001,1298.0,1288.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
v(0.15),0.986,0.04,0.915,1.061,0.001,0.001,3302.0,2569.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
v(0),-0.067,0.022,-0.111,-0.027,0.0,0.0,2315.0,1920.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
v(-0.15),-1.12,0.043,-1.197,-1.037,0.001,0.001,2564.0,2182.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
g_model,0.849,0.093,0.694,1.0,0.002,0.001,1298.0,1288.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
a_model,1.095,0.018,1.064,1.13,0.0,0.0,1648.0,2282.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
g_native,13.581,1.495,11.108,15.998,0.038,0.021,1298.0,1288.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
a_native,0.274,0.005,0.266,0.283,0.0,0.0,1648.0,2282.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
v_native(0.15),3.946,0.158,3.66,4.246,0.003,0.003,3302.0,2569.0,1.0,1.2,16.0,1.5,61,1999,0.396,g1.2_k16_b1.5_s61
