param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.043,0.019,-0.079,-0.009,0.0,0.0,3053.0,2685.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
v_coherence_signed,8.307,0.218,7.913,8.718,0.004,0.004,2425.0,2236.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
a,1.238,0.011,1.219,1.258,0.0,0.0,2718.0,2443.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
z,0.456,0.009,0.438,0.472,0.0,0.0,3026.0,2848.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
g,0.983,0.017,0.952,1.0,0.0,0.0,2264.0,1560.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
v(0.15),1.203,0.037,1.13,1.266,0.001,0.001,2529.0,2538.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
v(0),-0.043,0.019,-0.079,-0.009,0.0,0.0,3053.0,2685.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
v(-0.15),-1.289,0.039,-1.363,-1.217,0.001,0.001,2583.0,2204.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
g_native,9.826,0.171,9.518,10.0,0.003,0.004,2264.0,1560.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
a_native,0.392,0.003,0.385,0.398,0.0,0.0,2718.0,2443.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
v_native(0.15),3.805,0.116,3.573,4.003,0.002,0.002,2529.0,2538.0,1.0,0.8,10.0,1.5,44,1920,0.4,g0.8_k10_b1.5_s44
