param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.089,0.018,0.055,0.122,0.0,0.0,2575.0,2494.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
v_coherence_signed,7.2,0.209,6.786,7.591,0.004,0.004,3022.0,2547.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
a,1.259,0.014,1.234,1.284,0.0,0.0,2260.0,2010.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
z,0.537,0.009,0.519,0.555,0.0,0.0,2650.0,2699.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
g,0.951,0.043,0.871,1.0,0.001,0.001,1794.0,1534.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
v(0.15),1.169,0.038,1.099,1.241,0.001,0.001,2654.0,2683.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
v(0),0.089,0.018,0.055,0.122,0.0,0.0,2575.0,2494.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
v(-0.15),-0.991,0.034,-1.053,-0.926,0.001,0.001,3071.0,2295.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
g_native,15.215,0.682,13.942,15.999,0.015,0.014,1794.0,1534.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
a_native,0.315,0.003,0.308,0.321,0.0,0.0,2260.0,2010.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
v_native(0.15),4.674,0.153,4.398,4.965,0.003,0.002,2654.0,2683.0,1.0,1.0,16.0,1.5,51,1992,0.396,g1.0_k16_b1.5_s51
