param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.134,0.019,-0.17,-0.098,0.0,0.0,3027.0,2635.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
v_coherence_signed,8.472,0.223,8.05,8.879,0.004,0.004,2561.0,2150.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
a,1.214,0.011,1.194,1.235,0.0,0.0,2741.0,2524.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
z,0.468,0.009,0.451,0.484,0.0,0.0,3171.0,2940.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
g,0.979,0.02,0.941,1.0,0.0,0.0,2351.0,1521.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
v(0.15),1.137,0.036,1.063,1.199,0.001,0.001,2736.0,2453.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
v(0),-0.134,0.019,-0.17,-0.098,0.0,0.0,3027.0,2635.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
v(-0.15),-1.404,0.041,-1.481,-1.326,0.001,0.001,2725.0,2693.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
g_native,9.791,0.204,9.413,10.0,0.004,0.005,2351.0,1521.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
a_native,0.384,0.003,0.378,0.391,0.0,0.0,2741.0,2524.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
v_native(0.15),3.597,0.114,3.361,3.793,0.002,0.002,2736.0,2453.0,1.0,0.8,10.0,1.5,55,1928,0.38,g0.8_k10_b1.5_s55
