param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.072,0.022,0.033,0.117,0.0,0.0,2546.0,2582.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
v_coherence_signed,7.959,0.245,7.483,8.384,0.005,0.004,2895.0,2429.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
a,1.034,0.009,1.017,1.051,0.0,0.0,2712.0,2952.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
z,0.442,0.008,0.426,0.458,0.0,0.0,2689.0,2594.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
g,0.961,0.035,0.896,1.0,0.001,0.001,1591.0,952.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
v(0.15),1.266,0.044,1.182,1.345,0.001,0.001,2589.0,2684.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
v(0),0.072,0.022,0.033,0.117,0.0,0.0,2546.0,2582.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
v(-0.15),-1.122,0.042,-1.207,-1.05,0.001,0.001,3102.0,2409.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
g_native,15.375,0.561,14.332,16.0,0.011,0.011,1591.0,952.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
a_native,0.259,0.002,0.254,0.263,0.0,0.0,2712.0,2952.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
v_native(0.15),5.063,0.175,4.729,5.381,0.003,0.003,2589.0,2684.0,1.0,1.2,16.0,1.5,56,2000,0.428,g1.2_k16_b1.5_s56
