draw,g_nat,omit,median_rt,acc,gain,bound,k,net_omit,net_median_rt,net_acc
0,6.9965136,0.11387499999999995,224.10000000000005,0.9216755521706017,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
10,6.886947,0.10999999999999999,224.05000000000004,0.9141206870345038,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
20,6.817468399999999,0.11395,225.30000000000007,0.9135407136322049,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
30,6.4371979999999995,0.11150000000000004,226.4,0.9161594643944004,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
40,6.759957,0.11150000000000004,227.80000000000007,0.9178882063134846,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
51,6.9896877,0.11004999999999998,224.00000000000003,0.918568259852329,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
61,6.456491,0.11380000000000001,229.00000000000003,0.9150201244054152,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
71,6.3171506,0.10862499999999997,228.4,0.917063986152024,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
81,6.945513500000001,0.11452499999999999,227.60000000000002,0.9149234616088309,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
92,6.5872407,0.11347499999999999,228.4,0.9178774863687593,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
102,6.4172983,0.11357499999999998,226.4,0.9161451814768461,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
112,6.765369,0.11232500000000001,225.20000000000002,0.9155062616167464,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
122,6.947830000000001,0.11129999999999995,225.95000000000005,0.9212143335158484,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
133,7.0103836,0.11260000000000003,224.15000000000003,0.9172525031193889,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
143,6.894722,0.11199999999999999,224.05000000000004,0.9183144937692331,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
153,6.7366150000000005,0.11229999999999996,228.10000000000005,0.9170645661628296,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
163,6.8237114,0.11565000000000003,228.75000000000006,0.9174684626897583,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
173,6.3471675,0.11185,227.40000000000003,0.9130276122126262,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
184,6.3884175,0.11402500000000004,226.30000000000004,0.9185004571776897,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
194,6.6330279999999995,0.11367499999999997,229.50000000000003,0.9158781515170014,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
204,6.84327,0.11509999999999998,226.20000000000005,0.9185020007942084,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
214,7.0126367,0.11527500000000002,227.50000000000003,0.919078144078144,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
225,7.0220340000000006,0.11445000000000005,228.50000000000006,0.920209845665833,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
235,6.61175,0.11312500000000003,226.90000000000003,0.915912346469172,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
245,6.715231,0.11519999999999997,225.50000000000003,0.9199865574972504,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
255,6.997885999999999,0.11245000000000005,224.80000000000004,0.9185667752442996,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
266,5.8584179999999995,0.10982499999999995,227.10000000000002,0.9182533175427409,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
276,7.047516,0.11627500000000002,226.10000000000005,0.9215434476854399,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
286,6.700268,0.11457499999999998,229.20000000000002,0.918484395497117,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
296,7.0403709999999995,0.11514999999999997,227.30000000000007,0.9158045713936953,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
306,6.987958,0.11692499999999995,226.60000000000005,0.9186917316215804,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
317,6.6417706,0.11047499999999999,227.00000000000003,0.9213055910445945,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
327,6.899072,0.11182499999999995,228.30000000000004,0.9171061857870186,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
337,6.4703095,0.112375,226.90000000000003,0.9158864253255665,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
347,6.808294,0.11102500000000004,228.20000000000005,0.9181953697788324,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
358,6.3542545,0.11060000000000003,225.60000000000002,0.9140209630867385,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
368,6.9396234,0.1089,225.00000000000003,0.916633813495072,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
378,6.9153666000000005,0.11345000000000005,225.60000000000002,0.9169662989822658,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
388,6.95732,0.11345000000000005,229.70000000000007,0.9181937372320639,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
399,6.880492,0.11587499999999995,228.20000000000005,0.9169851704632319,0.8,2.5,10.0,0.30694999999999995,255.0,0.9520637108507543
