param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.01,0.027,-0.06,0.041,0.001,0.0,2821.0,2380.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
v_coherence_signed,8.708,0.278,8.199,9.235,0.005,0.005,2922.0,2268.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
a,0.895,0.009,0.88,0.913,0.0,0.0,2496.0,2265.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
z,0.535,0.008,0.519,0.55,0.0,0.0,2743.0,2635.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
g,0.928,0.057,0.823,1.0,0.001,0.001,1670.0,1591.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
v(0.15),1.296,0.051,1.202,1.393,0.001,0.001,2728.0,2846.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
v(0),-0.01,0.027,-0.06,0.041,0.001,0.0,2821.0,2380.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
v(-0.15),-1.316,0.049,-1.411,-1.228,0.001,0.001,3139.0,2380.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
g_native,9.278,0.568,8.229,10.0,0.012,0.01,1670.0,1591.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
a_native,0.283,0.003,0.278,0.289,0.0,0.0,2496.0,2265.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
v_native(0.15),4.1,0.16,3.801,4.404,0.003,0.002,2728.0,2846.0,1.0,1.2,10.0,1.5,58,2000,0.34,g1.2_k10_b1.5_s58
