tag,kind,gain,k,bound,seed,n,n_seeds,subsample,t_fixed,t_native_ms,omission_frac,rt_min_native_ms,rt_median_native_ms,accuracy,p_choice_plus,draws,tune,chains,total_draws,divergences,divergence_frac,r_hat_max,ess_bulk_min,minutes,priors,edge_a,edge_g,edge_v0p15,edge_z,v_Intercept_mean,v_Intercept_sd,v_Intercept_hdi3,v_Intercept_hdi97,v_Intercept_r_hat,v_Intercept_ess_bulk,v_coherence_signed_mean,v_coherence_signed_sd,v_coherence_signed_hdi3,v_coherence_signed_hdi97,v_coherence_signed_r_hat,v_coherence_signed_ess_bulk,a_mean,a_sd,a_hdi3,a_hdi97,a_r_hat,a_ess_bulk,z_mean,z_sd,z_hdi3,z_hdi97,z_r_hat,z_ess_bulk,g_mean,g_sd,g_hdi3,g_hdi97,g_r_hat,g_ess_bulk,v0p15_mean,v0p15_sd,v0p15_hdi3,v0p15_hdi97,v0p15_r_hat,v0p15_ess_bulk,v0_mean,v0_sd,v0_hdi3,v0_hdi97,v0_r_hat,v0_ess_bulk,vm0p15_mean,vm0p15_sd,vm0p15_hdi3,vm0p15_hdi97,vm0p15_r_hat,vm0p15_ess_bulk,g_nat_mean,g_nat_sd,g_nat_hdi3,g_nat_hdi97,g_nat_r_hat,g_nat_ess_bulk,a_nat_mean,a_nat_sd,a_nat_hdi3,a_nat_hdi97,a_nat_r_hat,a_nat_ess_bulk,v_nat0p15_mean,v_nat0p15_sd,v_nat0p15_hdi3,v_nat0p15_hdi97,v_nat0p15_r_hat,v_nat0p15_ess_bulk
g1.2_k16_b1.5_s43,per_network,1.2,16.0,1.5,43.0,2000,1,all,0.428,8.0,0.0,9.0,76.0,0.793,0.459,1000,1000,4,4000,0,0.0,1.0,2212.0,1.4461912830670676,box uniform (explicit),0.0,0.51,0.0,0.0,-0.01,0.021,-0.048,0.03,1.0,2446.0,7.171,0.223,6.766,7.593,1.0,2923.0,1.077,0.009,1.06,1.094,1.0,2676.0,0.452,0.008,0.437,0.469,1.0,2763.0,0.973,0.026,0.926,1.0,1.0,2212.0,1.065,0.039,0.991,1.136,1.0,2753.0,-0.01,0.021,-0.048,0.03,1.0,2446.0,-1.086,0.04,-1.162,-1.012,1.0,2772.0,15.565,0.41,14.816,16.0,1.0,2212.0,0.269,0.002,0.265,0.273,1.0,2676.0,4.262,0.156,3.963,4.544,1.0,2753.0
g1.2_k16_b1.5_s44,per_network,1.2,16.0,1.5,44.0,1998,1,all,0.412,6.999999999999999,0.0010000000000000009,8.0,82.0,0.7862862862862863,0.48598598598598597,1000,1000,4,4000,1,0.00025,1.0,2019.0,1.5576666434605917,box uniform (explicit),0.0,0.3515,0.0,0.0,-0.018,0.02,-0.058,0.017,1.0,2895.0,6.928,0.224,6.51,7.344,1.0,2880.0,1.115,0.01,1.096,1.135,1.0,2568.0,0.469,0.009,0.453,0.485,1.0,3024.0,0.96,0.035,0.894,1.0,1.0,2019.0,1.021,0.038,0.949,1.092,1.0,2963.0,-0.018,0.02,-0.058,0.017,1.0,2895.0,-1.058,0.04,-1.137,-0.987,1.0,2831.0,15.353,0.568,14.308,16.0,1.0,2019.0,0.279,0.003,0.274,0.284,1.0,2568.0,4.084,0.153,3.795,4.367,1.0,2963.0
g1.2_k16_b1.5_s45,per_network,1.2,16.0,1.5,45.0,2000,1,all,0.396,6.000000000000002,0.0,7.0,81.0,0.804,0.474,1000,1000,4,4000,0,0.0,1.0,2004.0,1.532843299706777,box uniform (explicit),0.0,0.4635,0.0,0.0,0.009,0.02,-0.029,0.046,1.0,2479.0,7.334,0.23,6.889,7.752,1.0,3163.0,1.107,0.01,1.09,1.125,1.0,2844.0,0.451,0.009,0.435,0.466,1.0,2907.0,0.969,0.03,0.915,1.0,1.0,2004.0,1.109,0.04,1.037,1.186,1.0,2921.0,0.009,0.02,-0.029,0.046,1.0,2479.0,-1.092,0.04,-1.167,-1.018,1.0,3027.0,15.504,0.473,14.643,16.0,1.0,2004.0,0.277,0.002,0.272,0.281,1.0,2844.0,4.434,0.159,4.147,4.743,1.0,2921.0
g1.2_k16_b1.5_s46,per_network,1.2,16.0,1.5,46.0,2000,1,all,0.396,6.000000000000002,0.0,7.0,74.0,0.795,0.479,1000,1000,4,4000,0,0.0,1.0,1654.0,1.5297551512718202,box uniform (explicit),0.0,0.1555,0.0,0.0,-0.017,0.021,-0.058,0.022,1.0,2773.0,7.399,0.23,6.973,7.83,1.0,3223.0,1.094,0.014,1.07,1.121,1.0,2028.0,0.48,0.009,0.463,0.496,1.0,2641.0,0.914,0.066,0.794,1.0,1.0,1654.0,1.093,0.04,1.021,1.169,1.0,3136.0,-0.017,0.021,-0.058,0.022,1.0,2773.0,-1.127,0.041,-1.205,-1.053,1.0,3034.0,14.618,1.056,12.698,15.999,1.0,1654.0,0.273,0.004,0.267,0.28,1.0,2028.0,4.371,0.161,4.082,4.676,1.0,3136.0
g1.2_k16_b1.5_s47,per_network,1.2,16.0,1.5,47.0,2000,1,all,0.412,6.999999999999999,0.0,8.0,68.0,0.794,0.4845,1000,1000,4,4000,0,0.0,1.0,1741.0,1.6602623860041301,box uniform (explicit),0.0,0.1685,0.0,0.0,-0.04,0.023,-0.083,0.003,1.0,2560.0,7.352,0.242,6.907,7.812,1.0,2874.0,1.037,0.012,1.015,1.059,1.0,2513.0,0.469,0.009,0.452,0.485,1.0,2656.0,0.923,0.059,0.815,1.0,1.0,1741.0,1.063,0.041,0.985,1.136,1.0,2749.0,-0.04,0.023,-0.083,0.003,1.0,2560.0,-1.143,0.045,-1.227,-1.062,1.0,2808.0,14.768,0.95,13.043,16.0,1.0,1741.0,0.259,0.003,0.254,0.265,1.0,2513.0,4.251,0.165,3.939,4.545,1.0,2749.0
g1.2_k16_b1.5_s48,per_network,1.2,16.0,1.5,48.0,2000,1,all,0.412,6.999999999999999,0.0,8.0,70.0,0.7815,0.536,1000,1000,4,4000,0,0.0,1.0,1557.0,1.6986352443695067,box uniform (explicit),0.0,0.128,0.0,0.0,0.032,0.023,-0.01,0.075,1.0,2393.0,7.176,0.232,6.74,7.612,1.0,2993.0,1.047,0.013,1.025,1.072,1.0,2033.0,0.562,0.009,0.545,0.578,1.0,2424.0,0.908,0.066,0.792,1.0,1.0,1557.0,1.108,0.044,1.026,1.188,1.0,2528.0,0.032,0.023,-0.01,0.075,1.0,2393.0,-1.044,0.04,-1.116,-0.97,1.0,2995.0,14.527,1.052,12.67,16.0,1.0,1557.0,0.262,0.003,0.256,0.268,1.0,2033.0,4.433,0.175,4.105,4.752,1.0,2528.0
g1.2_k16_b1.5_s49,per_network,1.2,16.0,1.5,49.0,2000,1,all,0.444,9.000000000000002,0.0,10.0,80.5,0.8025,0.4365,1000,1000,4,4000,0,0.0,1.0,2067.0,1.3551298101743063,box uniform (explicit),0.0,0.52325,0.0,0.0,-0.12,0.021,-0.158,-0.08,1.0,3136.0,7.228,0.227,6.825,7.675,1.0,3048.0,1.092,0.009,1.075,1.11,1.0,2801.0,0.458,0.009,0.442,0.474,1.0,3109.0,0.974,0.025,0.93,1.0,1.0,2067.0,0.965,0.038,0.897,1.039,1.0,3169.0,-0.12,0.021,-0.158,-0.08,1.0,3136.0,-1.204,0.041,-1.279,-1.124,1.0,3002.0,15.582,0.395,14.878,16.0,1.0,2067.0,0.273,0.002,0.269,0.277,1.0,2801.0,3.858,0.153,3.59,4.157,1.0,3169.0
g1.2_k16_b1.5_s50,per_network,1.2,16.0,1.5,50.0,2000,1,all,0.38,5.000000000000001,0.0,6.0,69.0,0.7775,0.5025,1000,1000,4,4000,0,0.0,1.0,1825.0,2.229307675361633,box uniform (explicit),0.0,0.066,0.0,0.0,0.017,0.023,-0.029,0.057,1.0,2393.0,7.058,0.238,6.617,7.526,1.0,2790.0,1.042,0.015,1.016,1.07,1.0,2201.0,0.51,0.009,0.493,0.527,1.0,2371.0,0.871,0.082,0.729,1.0,1.0,1825.0,1.076,0.043,0.995,1.154,1.0,2572.0,0.017,0.023,-0.029,0.057,1.0,2393.0,-1.041,0.042,-1.12,-0.963,1.0,2732.0,13.932,1.31,11.669,15.996,1.0,1825.0,0.26,0.004,0.254,0.268,1.0,2201.0,4.304,0.173,3.981,4.617,1.0,2572.0
g1.2_k16_b1.5_s51,per_network,1.2,16.0,1.5,51.0,1998,1,all,0.396,6.000000000000002,0.0010000000000000009,7.0,81.5,0.7802802802802803,0.531031031031031,1000,1000,4,4000,0,0.0,1.0,1383.0,2.0083043495814006,box uniform (explicit),0.0,0.1705,0.0,0.0,0.057,0.021,0.017,0.095,1.0,2440.0,6.897,0.226,6.452,7.308,1.0,2754.0,1.115,0.014,1.09,1.139,1.0,2077.0,0.533,0.009,0.516,0.551,1.0,2410.0,0.922,0.06,0.816,1.0,1.0,1383.0,1.092,0.041,1.01,1.165,1.0,2498.0,0.057,0.021,0.017,0.095,1.0,2440.0,-0.977,0.038,-1.05,-0.904,1.0,2869.0,14.75,0.954,13.05,16.0,1.0,1383.0,0.279,0.003,0.272,0.285,1.0,2077.0,4.367,0.163,4.04,4.661,1.0,2498.0
g1.2_k16_b1.5_s52,per_network,1.2,16.0,1.5,52.0,1998,1,all,0.38,5.000000000000001,0.0010000000000000009,6.0,80.0,0.7807807807807807,0.5295295295295295,1000,1000,4,4000,0,0.0,1.0,1758.0,1.848866617679596,box uniform (explicit),0.0,0.117,0.0,0.0,0.11,0.021,0.071,0.148,1.0,2795.0,6.956,0.225,6.526,7.372,1.0,2815.0,1.124,0.016,1.097,1.155,1.0,2164.0,0.507,0.009,0.489,0.523,1.0,2772.0,0.9,0.073,0.769,1.0,1.0,1758.0,1.153,0.042,1.072,1.23,1.0,2604.0,0.11,0.021,0.071,0.148,1.0,2795.0,-0.933,0.036,-1.001,-0.867,1.0,3052.0,14.393,1.16,12.304,15.996,1.0,1758.0,0.281,0.004,0.274,0.289,1.0,2164.0,4.613,0.17,4.29,4.919,1.0,2604.0
g1.2_k16_b1.5_s53,per_network,1.2,16.0,1.5,53.0,2000,1,all,0.412,6.999999999999999,0.0,8.0,73.0,0.791,0.4725,1000,1000,4,4000,0,0.0,1.0,2297.0,1.4352755824724832,box uniform (explicit),0.0,0.3995,0.0,0.0,-0.101,0.021,-0.142,-0.061,1.0,2854.0,7.142,0.233,6.699,7.578,1.0,2807.0,1.043,0.009,1.026,1.061,1.0,2588.0,0.524,0.009,0.508,0.541,1.0,2986.0,0.965,0.031,0.907,1.0,1.0,2297.0,0.97,0.039,0.898,1.046,1.0,2832.0,-0.101,0.021,-0.142,-0.061,1.0,2854.0,-1.172,0.043,-1.256,-1.096,1.0,2809.0,15.437,0.503,14.518,16.0,1.0,2297.0,0.261,0.002,0.257,0.265,1.0,2588.0,3.881,0.158,3.592,4.183,1.0,2832.0
g1.2_k16_b1.5_s54,per_network,1.2,16.0,1.5,54.0,2000,1,all,0.396,6.000000000000002,0.0,7.0,73.0,0.7805,0.4535,1000,1000,4,4000,0,0.0,1.01,1913.0,1.321760110060374,box uniform (explicit),0.0,0.34025,0.0,0.0,-0.071,0.022,-0.111,-0.03,1.0,2928.0,7.45,0.242,6.987,7.901,1.01,3372.0,1.05,0.01,1.032,1.068,1.0,2402.0,0.464,0.008,0.449,0.48,1.0,3055.0,0.958,0.036,0.892,1.0,1.0,1913.0,1.046,0.041,0.967,1.125,1.0,3380.0,-0.071,0.022,-0.111,-0.03,1.0,2928.0,-1.189,0.043,-1.268,-1.107,1.01,3217.0,15.331,0.584,14.278,15.998,1.0,1913.0,0.262,0.002,0.258,0.267,1.0,2402.0,4.186,0.166,3.868,4.498,1.0,3380.0
g1.2_k16_b1.5_s55,per_network,1.2,16.0,1.5,55.0,1999,1,all,0.396,6.000000000000002,0.0004999999999999449,7.0,77.0,0.7903951975987994,0.4747373686843422,1000,1000,4,4000,0,0.0,1.0,1563.0,1.7970545729001364,box uniform (explicit),0.0,0.24325,0.0,0.0,-0.059,0.021,-0.095,-0.018,1.0,3006.0,7.103,0.228,6.658,7.526,1.0,3158.0,1.097,0.012,1.076,1.121,1.0,2075.0,0.457,0.009,0.44,0.473,1.0,2919.0,0.941,0.051,0.849,1.0,1.0,1563.0,1.007,0.038,0.933,1.075,1.0,3104.0,-0.059,0.021,-0.095,-0.018,1.0,3006.0,-1.124,0.042,-1.2,-1.045,1.0,3118.0,15.059,0.815,13.58,16.0,1.0,1563.0,0.274,0.003,0.269,0.28,1.0,2075.0,4.028,0.153,3.731,4.299,1.0,3104.0
g1.2_k16_b1.5_s56,per_network,1.2,16.0,1.5,56.0,2000,1,all,0.428,8.0,0.0,9.0,72.0,0.7995,0.5045,1000,1000,4,4000,0,0.0,1.0,1591.0,1.2438678979873656,box uniform (explicit),0.0,0.3745,0.0,0.0,0.072,0.022,0.033,0.117,1.0,2546.0,7.959,0.245,7.483,8.384,1.0,2895.0,1.034,0.009,1.017,1.051,1.0,2712.0,0.442,0.008,0.426,0.458,1.0,2689.0,0.961,0.035,0.896,1.0,1.0,1591.0,1.266,0.044,1.182,1.345,1.0,2589.0,0.072,0.022,0.033,0.117,1.0,2546.0,-1.122,0.042,-1.207,-1.05,1.0,3102.0,15.375,0.561,14.332,16.0,1.0,1591.0,0.259,0.002,0.254,0.263,1.0,2712.0,5.063,0.175,4.729,5.381,1.0,2589.0
g1.2_k16_b1.5_s57,per_network,1.2,16.0,1.5,57.0,1997,1,all,0.428,8.0,0.0014999999999999458,9.0,85.0,0.8132198297446169,0.5112669003505258,1000,1000,4,4000,0,0.0,1.0,2163.0,1.3409260710080464,box uniform (explicit),0.0,0.4775,0.0,0.0,0.01,0.02,-0.025,0.049,1.0,2674.0,7.306,0.218,6.906,7.709,1.0,3285.0,1.132,0.01,1.113,1.151,1.0,2887.0,0.458,0.009,0.442,0.474,1.0,3039.0,0.971,0.028,0.92,1.0,1.0,2163.0,1.106,0.037,1.041,1.181,1.0,3140.0,0.01,0.02,-0.025,0.049,1.0,2674.0,-1.086,0.039,-1.158,-1.01,1.0,3063.0,15.529,0.441,14.713,16.0,1.0,2163.0,0.283,0.002,0.278,0.288,1.0,2887.0,4.424,0.147,4.162,4.725,1.0,3140.0
g1.2_k16_b1.5_s58,per_network,1.2,16.0,1.5,58.0,2000,1,all,0.364,4.0,0.0,5.0,72.0,0.7875,0.518,1000,1000,4,4000,0,0.0,1.0,1536.0,2.1213094075520833,box uniform (explicit),0.0,0.128,0.0,0.0,0.001,0.022,-0.038,0.042,1.0,2174.0,7.018,0.232,6.57,7.444,1.0,2825.0,1.077,0.014,1.052,1.105,1.0,2028.0,0.532,0.009,0.515,0.549,1.0,2481.0,0.902,0.07,0.778,1.0,1.0,1536.0,1.054,0.041,0.975,1.129,1.0,2300.0,0.001,0.022,-0.038,0.042,1.0,2174.0,-1.052,0.041,-1.122,-0.97,1.0,2783.0,14.44,1.126,12.45,15.999,1.0,1536.0,0.269,0.004,0.263,0.276,1.0,2028.0,4.215,0.164,3.901,4.516,1.0,2300.0
g1.2_k16_b1.5_s59,per_network,1.2,16.0,1.5,59.0,2000,1,all,0.396,6.000000000000002,0.0,7.0,80.0,0.795,0.516,1000,1000,4,4000,0,0.0,1.0,1750.0,1.7214234550793965,box uniform (explicit),0.0,0.0,0.0,0.0,-0.112,0.024,-0.157,-0.068,1.0,2156.0,6.643,0.219,6.249,7.068,1.0,3079.0,1.302,0.031,1.242,1.358,1.0,1773.0,0.595,0.008,0.58,0.609,1.0,2419.0,0.105,0.093,-0.064,0.276,1.0,1750.0,0.884,0.041,0.801,0.957,1.0,2611.0,-0.112,0.024,-0.157,-0.068,1.0,2156.0,-1.109,0.04,-1.187,-1.037,1.0,2781.0,1.679,1.491,-1.028,4.415,1.0,1750.0,0.325,0.008,0.311,0.34,1.0,1773.0,3.537,0.164,3.206,3.826,1.0,2611.0
g1.2_k16_b1.5_s60,per_network,1.2,16.0,1.5,60.0,1999,1,all,0.396,6.000000000000002,0.0004999999999999449,7.0,73.0,0.776888444222111,0.46173086543271635,1000,1000,4,4000,0,0.0,1.0,1880.0,1.703588851292928,box uniform (explicit),0.0,0.1965,0.0,0.0,-0.125,0.021,-0.166,-0.085,1.0,2961.0,6.962,0.233,6.536,7.394,1.0,2918.0,1.068,0.012,1.047,1.091,1.0,2280.0,0.495,0.009,0.479,0.512,1.0,2634.0,0.931,0.055,0.829,1.0,1.0,1880.0,0.919,0.039,0.85,0.993,1.0,2786.0,-0.125,0.021,-0.166,-0.085,1.0,2961.0,-1.17,0.043,-1.249,-1.087,1.0,2996.0,14.895,0.875,13.265,16.0,1.0,1880.0,0.267,0.003,0.262,0.273,1.0,2280.0,3.676,0.156,3.401,3.971,1.0,2786.0
g1.2_k16_b1.5_s61,per_network,1.2,16.0,1.5,61.0,1999,1,all,0.396,6.000000000000002,0.0004999999999999449,7.0,76.0,0.7948974487243622,0.44022011005502754,1000,1000,4,4000,0,0.0,1.0,1298.0,2.60735676685969,box uniform (explicit),0.0,0.0595,0.0,0.0,-0.067,0.022,-0.111,-0.027,1.0,2315.0,7.022,0.231,6.562,7.427,1.0,3069.0,1.095,0.018,1.064,1.13,1.0,1648.0,0.431,0.008,0.416,0.446,1.0,2589.0,0.849,0.093,0.694,1.0,1.0,1298.0,0.986,0.04,0.915,1.061,1.0,3302.0,-0.067,0.022,-0.111,-0.027,1.0,2315.0,-1.12,0.043,-1.197,-1.037,1.0,2564.0,13.581,1.495,11.108,15.998,1.0,1298.0,0.274,0.005,0.266,0.283,1.0,1648.0,3.946,0.158,3.66,4.246,1.0,3302.0
g0.8_k8_b1.5_pooled,pooled,0.8,8.0,1.5,,38640,20,all,0.34,5.000000000000004,0.03400000000000003,6.0,145.0,0.8497153209109731,0.48775879917184267,1000,1000,4,4000,0,0.0,1.0,2094.0,32.658242015043896,box uniform (explicit),0.0,1.0,0.0,0.0,-0.032,0.005,-0.041,-0.023,1.0,3094.0,9.026,0.054,8.918,9.12,1.0,2873.0,1.109,0.002,1.105,1.112,1.0,3919.0,0.496,0.002,0.493,0.5,1.0,2666.0,0.998,0.002,0.995,1.0,1.0,2094.0,1.322,0.009,1.304,1.339,1.0,2969.0,-0.032,0.005,-0.041,-0.023,1.0,3094.0,-1.386,0.009,-1.403,-1.368,1.0,2897.0,7.986,0.015,7.961,8.0,1.0,2094.0,0.392,0.001,0.391,0.393,1.0,3919.0,3.739,0.026,3.689,3.788,1.0,2969.0
g1.0_k8_b1.5_pooled,pooled,1.0,8.0,1.5,,39881,20,all,0.34,5.000000000000004,0.00297499999999995,6.0,99.0,0.8159775331611544,0.4902334444973797,1000,1000,4,4000,0,0.0,1.0,2311.0,33.84937097231547,box uniform (explicit),0.0,0.9955,0.0,0.0,-0.031,0.006,-0.042,-0.021,1.0,3198.0,9.707,0.064,9.585,9.821,1.0,2849.0,0.939,0.002,0.936,0.943,1.0,4060.0,0.496,0.002,0.493,0.5,1.0,3034.0,0.996,0.004,0.989,1.0,1.0,2311.0,1.426,0.011,1.403,1.445,1.0,2949.0,-0.031,0.006,-0.042,-0.021,1.0,3198.0,-1.487,0.011,-1.507,-1.466,1.0,3076.0,7.97,0.03,7.913,8.0,1.0,2311.0,0.332,0.001,0.331,0.333,1.0,4060.0,4.032,0.031,3.969,4.086,1.0,2949.0
g1.2_k8_b1.5_pooled,pooled,1.2,8.0,1.5,,39988,20,all,0.332,4.0000000000000036,0.00029999999999996696,5.0,76.0,0.790962288686606,0.49054716414924476,1000,1000,4,4000,0,0.0,1.0,1898.0,40.70785349607468,box uniform (explicit),0.0,0.10925,0.0,0.0,-0.027,0.007,-0.04,-0.015,1.0,2706.0,9.774,0.069,9.646,9.902,1.0,3112.0,0.838,0.002,0.833,0.842,1.0,2121.0,0.497,0.002,0.493,0.5,1.0,2680.0,0.948,0.025,0.905,0.996,1.0,1898.0,1.439,0.013,1.417,1.463,1.0,2982.0,-0.027,0.007,-0.04,-0.015,1.0,2706.0,-1.493,0.012,-1.516,-1.471,1.0,3023.0,7.588,0.199,7.241,7.965,1.0,1898.0,0.296,0.001,0.295,0.298,1.0,2121.0,4.071,0.036,4.007,4.138,1.0,2982.0
g0.8_k10_b1.5_pooled,pooled,0.8,10.0,1.5,,38640,20,all,0.35,4.999999999999999,0.03400000000000003,6.0,145.0,0.8497153209109731,0.48775879917184267,1000,1000,4,4000,0,0.0,1.0,2497.0,31.28975175221761,box uniform (explicit),0.0,1.0,0.0,0.0,-0.027,0.004,-0.035,-0.019,1.0,3794.0,8.236,0.05,8.14,8.328,1.0,2843.0,1.201,0.002,1.197,1.205,1.0,3758.0,0.495,0.002,0.491,0.499,1.0,2896.0,0.998,0.002,0.994,1.0,1.0,2497.0,1.209,0.009,1.193,1.225,1.0,3128.0,-0.027,0.004,-0.035,-0.019,1.0,3794.0,-1.262,0.009,-1.279,-1.246,1.0,3181.0,9.98,0.02,9.944,10.0,1.0,2497.0,0.38,0.001,0.378,0.381,1.0,3758.0,3.822,0.027,3.772,3.873,1.0,3128.0
g1.0_k10_b1.5_pooled,pooled,1.0,10.0,1.5,,39881,20,all,0.35,4.999999999999999,0.00297499999999995,6.0,99.0,0.8159775331611544,0.4902334444973797,1000,1000,4,4000,0,0.0,1.0,2474.0,30.88197113275528,box uniform (explicit),0.0,0.99075,0.0,0.0,-0.026,0.005,-0.036,-0.017,1.0,3193.0,8.789,0.056,8.685,8.892,1.0,2474.0,1.023,0.002,1.019,1.027,1.0,3441.0,0.495,0.002,0.491,0.498,1.0,2889.0,0.996,0.004,0.988,1.0,1.0,2526.0,1.292,0.01,1.273,1.31,1.0,2630.0,-0.026,0.005,-0.036,-0.017,1.0,3193.0,-1.345,0.01,-1.363,-1.326,1.0,2553.0,9.957,0.042,9.88,10.0,1.0,2526.0,0.323,0.001,0.322,0.325,1.0,3441.0,4.086,0.032,4.026,4.144,1.0,2630.0
g1.2_k10_b1.5_pooled,pooled,1.2,10.0,1.5,,39988,20,all,0.34,4.0000000000000036,0.00029999999999996696,5.0,76.0,0.790962288686606,0.49054716414924476,1000,1000,4,4000,0,0.0,1.0,1815.0,48.383484590053556,box uniform (explicit),0.0,0.01,0.0,0.0,-0.023,0.006,-0.034,-0.012,1.0,2492.0,8.805,0.063,8.69,8.922,1.0,2965.0,0.92,0.003,0.914,0.926,1.0,1957.0,0.496,0.002,0.492,0.5,1.0,2418.0,0.921,0.026,0.872,0.968,1.0,1815.0,1.298,0.011,1.278,1.318,1.0,2784.0,-0.023,0.006,-0.034,-0.012,1.0,2492.0,-1.343,0.011,-1.364,-1.322,1.0,2778.0,9.206,0.256,8.72,9.681,1.0,1815.0,0.291,0.001,0.289,0.293,1.0,1957.0,4.105,0.035,4.04,4.169,1.0,2784.0
g0.8_k12_b1.5_pooled,pooled,0.8,12.0,1.5,,38640,20,all,0.36,5.0,0.03400000000000003,6.0,145.0,0.8497153209109731,0.48775879917184267,1000,1000,4,4000,0,0.0,1.0,2370.0,23.509967490037283,box uniform (explicit),0.0,1.0,0.0,0.0,-0.023,0.004,-0.03,-0.015,1.0,3589.0,7.678,0.046,7.595,7.766,1.0,2505.0,1.28,0.002,1.276,1.284,1.0,3481.0,0.494,0.002,0.49,0.498,1.0,2768.0,0.998,0.002,0.995,1.0,1.0,2370.0,1.129,0.008,1.114,1.143,1.0,2780.0,-0.023,0.004,-0.03,-0.015,1.0,3589.0,-1.175,0.008,-1.189,-1.16,1.0,2574.0,11.977,0.023,11.936,12.0,1.0,2370.0,0.369,0.001,0.368,0.371,1.0,3481.0,3.909,0.027,3.859,3.961,1.0,2780.0
g1.0_k12_b1.5_pooled,pooled,1.0,12.0,1.5,,39881,20,all,0.36,5.0,0.00297499999999995,6.0,99.0,0.8159775331611544,0.4902334444973797,1000,1000,4,4000,0,0.0,1.0,2091.0,40.91351129213969,box uniform (explicit),0.0,0.9795,0.0,0.0,-0.022,0.005,-0.032,-0.013,1.0,3257.0,8.108,0.053,8.012,8.212,1.0,2864.0,1.094,0.002,1.09,1.097,1.0,3620.0,0.494,0.002,0.49,0.497,1.0,2816.0,0.995,0.005,0.985,1.0,1.0,2091.0,1.194,0.009,1.177,1.212,1.0,3108.0,-0.022,0.005,-0.032,-0.013,1.0,3257.0,-1.239,0.009,-1.256,-1.222,1.0,2812.0,11.935,0.062,11.824,12.0,1.0,2091.0,0.316,0.001,0.315,0.317,1.0,3620.0,4.135,0.033,4.077,4.199,1.0,3108.0
g1.2_k12_b1.5_pooled,pooled,1.2,12.0,1.5,,39988,20,all,0.348,3.999999999999999,0.00029999999999996696,5.0,76.0,0.790962288686606,0.49054716414924476,1000,1000,4,4000,0,0.0,1.0,2251.0,40.650127506256105,box uniform (explicit),0.0,0.0,0.0,0.0,-0.02,0.005,-0.029,-0.009,1.0,2387.0,8.085,0.058,7.976,8.192,1.0,2811.0,0.992,0.004,0.986,0.999,1.0,2338.0,0.495,0.002,0.491,0.498,1.0,2931.0,0.89,0.025,0.842,0.935,1.0,2251.0,1.193,0.01,1.174,1.212,1.0,2693.0,-0.02,0.005,-0.029,-0.009,1.0,2387.0,-1.232,0.01,-1.25,-1.212,1.0,2779.0,10.679,0.302,10.101,11.222,1.0,2251.0,0.286,0.001,0.285,0.288,1.0,2338.0,4.133,0.036,4.067,4.199,1.0,2693.0
g0.8_k16_b1.5_pooled,pooled,0.8,16.0,1.5,,38640,20,all,0.38,5.000000000000001,0.03400000000000003,6.0,145.0,0.8497153209109731,0.48775879917184267,1000,1000,4,4000,0,0.0,1.0,2228.0,30.97324809630712,box uniform (explicit),0.0,1.0,0.0,0.0,-0.018,0.004,-0.025,-0.012,1.0,4874.0,6.908,0.043,6.827,6.985,1.0,2796.0,1.411,0.003,1.406,1.416,1.0,3525.0,0.491,0.002,0.487,0.496,1.0,2864.0,0.999,0.001,0.996,1.0,1.0,2228.0,1.018,0.007,1.005,1.032,1.0,3065.0,-0.018,0.004,-0.025,-0.012,1.0,4874.0,-1.054,0.007,-1.068,-1.04,1.0,3278.0,15.979,0.021,15.94,16.0,1.0,2228.0,0.353,0.001,0.351,0.354,1.0,3525.0,4.073,0.029,4.019,4.126,1.0,3065.0
g1.0_k16_b1.5_pooled,pooled,1.0,16.0,1.5,,39881,20,all,0.38,5.000000000000001,0.00297499999999995,6.0,99.0,0.8159775331611544,0.4902334444973797,1000,1000,4,4000,0,0.0,1.0,1705.0,31.44643363157908,box uniform (explicit),0.0,0.9355,0.0,0.0,-0.018,0.004,-0.025,-0.01,1.0,2946.0,7.177,0.047,7.089,7.263,1.0,2952.0,1.21,0.003,1.206,1.215,1.0,2336.0,0.492,0.002,0.488,0.496,1.0,2959.0,0.992,0.007,0.98,1.0,1.0,1705.0,1.059,0.008,1.043,1.073,1.0,2890.0,-0.018,0.004,-0.025,-0.01,1.0,2946.0,-1.094,0.008,-1.109,-1.079,1.0,3016.0,15.88,0.113,15.673,16.0,1.0,1705.0,0.303,0.001,0.301,0.304,1.0,2336.0,4.236,0.032,4.173,4.294,1.0,2890.0
g1.2_k16_b1.5_pooled,pooled,1.2,16.0,1.5,,39988,20,all,0.364,4.0,0.00029999999999996696,5.0,76.0,0.790962288686606,0.49054716414924476,1000,1000,4,4000,0,0.0,1.0,1945.0,43.18661371072133,box uniform (explicit),0.0,0.0,0.0,0.0,-0.015,0.005,-0.024,-0.007,1.0,3066.0,7.051,0.051,6.958,7.146,1.0,3147.0,1.12,0.005,1.111,1.129,1.0,1951.0,0.493,0.002,0.49,0.497,1.0,3001.0,0.808,0.025,0.763,0.855,1.0,1945.0,1.042,0.009,1.026,1.06,1.0,3194.0,-0.015,0.005,-0.024,-0.007,1.0,3066.0,-1.073,0.009,-1.09,-1.056,1.0,3070.0,12.932,0.396,12.201,13.681,1.0,1945.0,0.28,0.001,0.278,0.282,1.0,1951.0,4.17,0.036,4.104,4.238,1.0,3194.0
