tag,kind,gain,k,bound,seed,n,n_seeds,subsample,t_fixed,t_native_ms,omission_frac,rt_min_native_ms,rt_median_native_ms,accuracy,p_choice_plus,draws,tune,chains,total_draws,divergences,divergence_frac,r_hat_max,ess_bulk_min,minutes,priors,edge_a,edge_g,edge_v0p15,edge_z,v_Intercept_mean,v_Intercept_sd,v_Intercept_hdi3,v_Intercept_hdi97,v_Intercept_r_hat,v_Intercept_ess_bulk,v_coherence_signed_mean,v_coherence_signed_sd,v_coherence_signed_hdi3,v_coherence_signed_hdi97,v_coherence_signed_r_hat,v_coherence_signed_ess_bulk,a_mean,a_sd,a_hdi3,a_hdi97,a_r_hat,a_ess_bulk,z_mean,z_sd,z_hdi3,z_hdi97,z_r_hat,z_ess_bulk,g_mean,g_sd,g_hdi3,g_hdi97,g_r_hat,g_ess_bulk,v0p15_mean,v0p15_sd,v0p15_hdi3,v0p15_hdi97,v0p15_r_hat,v0p15_ess_bulk,v0_mean,v0_sd,v0_hdi3,v0_hdi97,v0_r_hat,v0_ess_bulk,vm0p15_mean,vm0p15_sd,vm0p15_hdi3,vm0p15_hdi97,vm0p15_r_hat,vm0p15_ess_bulk,g_nat_mean,g_nat_sd,g_nat_hdi3,g_nat_hdi97,g_nat_r_hat,g_nat_ess_bulk,a_nat_mean,a_nat_sd,a_nat_hdi3,a_nat_hdi97,a_nat_r_hat,a_nat_ess_bulk,v_nat0p15_mean,v_nat0p15_sd,v_nat0p15_hdi3,v_nat0p15_hdi97,v_nat0p15_r_hat,v_nat0p15_ess_bulk
g1.2_k10_b1.5_s42,per_network,1.2,10.0,1.5,42.0,2000,1,all,0.38,8.000000000000002,0.0,9.0,80.0,0.7955,0.5405,1000,1000,4,4000,0,0.0,1.01,2129.0,1.3898811221122742,box uniform (explicit),0.0,0.43025,0.0,0.0,0.081,0.026,0.033,0.132,1.0,2745.0,9.054,0.28,8.563,9.613,1.0,2940.0,0.91,0.008,0.895,0.925,1.0,3308.0,0.556,0.008,0.541,0.572,1.0,2924.0,0.967,0.031,0.909,1.0,1.0,2129.0,1.44,0.052,1.34,1.535,1.0,2596.0,0.081,0.026,0.033,0.132,1.0,2745.0,-1.277,0.047,-1.368,-1.193,1.01,3304.0,9.666,0.306,9.085,10.0,1.0,2129.0,0.288,0.003,0.283,0.293,1.0,3308.0,4.552,0.164,4.239,4.854,1.0,2596.0
g1.2_k10_b1.5_s43,per_network,1.2,10.0,1.5,43.0,2000,1,all,0.38,8.000000000000002,0.0,9.0,76.0,0.793,0.459,1000,1000,4,4000,0,0.0,1.0,2505.0,1.8245436628659566,box uniform (explicit),0.0,0.43475,0.0,0.0,-0.007,0.027,-0.058,0.041,1.0,2715.0,8.843,0.271,8.343,9.359,1.0,3007.0,0.9,0.008,0.885,0.915,1.0,2842.0,0.454,0.008,0.44,0.47,1.0,2691.0,0.967,0.03,0.912,1.0,1.0,2505.0,1.319,0.049,1.225,1.411,1.0,2932.0,-0.007,0.027,-0.058,0.041,1.0,2715.0,-1.334,0.048,-1.427,-1.247,1.0,2952.0,9.672,0.304,9.119,9.999,1.0,2505.0,0.285,0.003,0.28,0.289,1.0,2842.0,4.171,0.156,3.873,4.462,1.0,2932.0
g1.2_k10_b1.5_s44,per_network,1.2,10.0,1.5,44.0,1998,1,all,0.37,7.000000000000001,0.0010000000000000009,8.0,82.0,0.7862862862862863,0.48598598598598597,1000,1000,4,4000,0,0.0,1.0,2110.0,1.8211754282315573,box uniform (explicit),0.0,0.35675,0.0,0.0,-0.019,0.026,-0.064,0.032,1.0,3081.0,8.559,0.272,8.079,9.084,1.0,3037.0,0.935,0.008,0.919,0.951,1.0,2790.0,0.47,0.008,0.454,0.485,1.0,3081.0,0.958,0.038,0.887,1.0,1.0,2110.0,1.265,0.047,1.177,1.354,1.0,3068.0,-0.019,0.026,-0.064,0.032,1.0,3081.0,-1.303,0.049,-1.392,-1.209,1.0,3060.0,9.581,0.383,8.869,10.0,1.0,2110.0,0.296,0.003,0.291,0.301,1.0,2790.0,4.0,0.149,3.721,4.282,1.0,3068.0
g1.2_k10_b1.5_s45,per_network,1.2,10.0,1.5,45.0,2000,1,all,0.36,6.0,0.0,7.0,81.0,0.804,0.474,1000,1000,4,4000,0,0.0,1.0,2224.0,1.9708309213320414,box uniform (explicit),0.0,0.4,0.0,0.0,0.013,0.026,-0.035,0.062,1.0,2550.0,9.045,0.279,8.552,9.597,1.0,2787.0,0.928,0.008,0.912,0.943,1.0,2560.0,0.455,0.008,0.44,0.471,1.0,2942.0,0.965,0.032,0.905,1.0,1.0,2224.0,1.37,0.05,1.278,1.465,1.0,2618.0,0.013,0.026,-0.035,0.062,1.0,2550.0,-1.344,0.049,-1.438,-1.257,1.0,2781.0,9.648,0.323,9.055,10.0,1.0,2224.0,0.293,0.003,0.289,0.298,1.0,2560.0,4.331,0.157,4.042,4.632,1.0,2618.0
g1.2_k10_b1.5_s46,per_network,1.2,10.0,1.5,46.0,2000,1,all,0.36,6.0,0.0,7.0,74.0,0.795,0.479,1000,1000,4,4000,0,0.0,1.0,2153.0,1.8507519364356995,box uniform (explicit),0.0,0.215,0.0,0.0,-0.021,0.027,-0.071,0.031,1.0,2543.0,9.161,0.284,8.618,9.681,1.0,2956.0,0.912,0.009,0.894,0.929,1.0,2606.0,0.481,0.008,0.465,0.497,1.0,2619.0,0.933,0.056,0.831,1.0,1.0,2153.0,1.353,0.051,1.262,1.449,1.0,2738.0,-0.021,0.027,-0.071,0.031,1.0,2543.0,-1.395,0.05,-1.489,-1.304,1.0,2829.0,9.326,0.562,8.307,10.0,1.0,2153.0,0.288,0.003,0.283,0.294,1.0,2606.0,4.279,0.161,3.989,4.582,1.0,2738.0
g1.2_k10_b1.5_s47,per_network,1.2,10.0,1.5,47.0,2000,1,all,0.37,7.000000000000001,0.0,8.0,68.0,0.794,0.4845,1000,1000,4,4000,0,0.0,1.0,1645.0,1.9193766156832377,box uniform (explicit),0.0,0.21375,0.0,0.0,-0.05,0.029,-0.102,0.006,1.0,2597.0,9.124,0.299,8.57,9.683,1.0,3410.0,0.861,0.009,0.845,0.877,1.0,2710.0,0.473,0.008,0.459,0.489,1.0,2964.0,0.933,0.056,0.829,1.0,1.0,1645.0,1.318,0.051,1.221,1.414,1.0,2981.0,-0.05,0.029,-0.102,0.006,1.0,2597.0,-1.419,0.055,-1.524,-1.318,1.0,3333.0,9.327,0.559,8.285,10.0,1.0,1645.0,0.272,0.003,0.267,0.277,1.0,2710.0,4.168,0.162,3.863,4.471,1.0,2981.0
g1.2_k10_b1.5_s48,per_network,1.2,10.0,1.5,48.0,2000,1,all,0.37,7.000000000000001,0.0,8.0,70.0,0.7815,0.536,1000,1000,4,4000,0,0.0,1.0,1751.0,2.0417728940645854,box uniform (explicit),0.0,0.2085,0.0,0.0,0.021,0.028,-0.032,0.073,1.0,2578.0,8.904,0.29,8.384,9.472,1.0,2788.0,0.869,0.009,0.854,0.887,1.0,2383.0,0.565,0.008,0.551,0.581,1.0,2795.0,0.932,0.055,0.83,1.0,1.0,1751.0,1.357,0.054,1.253,1.454,1.0,2619.0,0.021,0.028,-0.032,0.073,1.0,2578.0,-1.314,0.05,-1.41,-1.225,1.0,2903.0,9.319,0.553,8.305,10.0,1.0,1751.0,0.275,0.003,0.27,0.28,1.0,2383.0,4.291,0.17,3.962,4.597,1.0,2619.0
g1.2_k10_b1.5_s49,per_network,1.2,10.0,1.5,49.0,2000,1,all,0.39,9.000000000000004,0.0,10.0,80.5,0.8025,0.4365,1000,1000,4,4000,0,0.0,1.0,2275.0,1.6401841600735982,box uniform (explicit),0.0,0.51325,0.0,0.0,-0.142,0.026,-0.192,-0.096,1.0,2675.0,8.884,0.28,8.403,9.438,1.0,3523.0,0.913,0.008,0.898,0.928,1.0,3321.0,0.46,0.008,0.445,0.475,1.0,2931.0,0.973,0.026,0.926,1.0,1.0,2275.0,1.19,0.047,1.104,1.278,1.0,3438.0,-0.142,0.026,-0.192,-0.096,1.0,2675.0,-1.475,0.052,-1.578,-1.388,1.0,3049.0,9.73,0.263,9.265,10.0,1.0,2275.0,0.289,0.003,0.284,0.293,1.0,3321.0,3.764,0.149,3.493,4.043,1.0,3438.0
g1.2_k10_b1.5_s50,per_network,1.2,10.0,1.5,50.0,2000,1,all,0.35,4.999999999999999,0.0,6.0,69.0,0.7775,0.5025,1000,1000,4,4000,0,0.0,1.0,1695.0,1.7652095516522726,box uniform (explicit),0.0,0.12275,0.0,0.0,0.013,0.028,-0.04,0.066,1.0,2099.0,8.8,0.29,8.248,9.321,1.0,3133.0,0.863,0.01,0.846,0.881,1.0,2368.0,0.513,0.008,0.498,0.53,1.0,2369.0,0.898,0.074,0.77,1.0,1.0,1695.0,1.333,0.053,1.24,1.437,1.0,2548.0,0.013,0.028,-0.04,0.066,1.0,2099.0,-1.307,0.05,-1.401,-1.212,1.0,3169.0,8.976,0.738,7.699,10.0,1.0,1695.0,0.273,0.003,0.267,0.279,1.0,2368.0,4.215,0.169,3.921,4.544,1.0,2548.0
g1.2_k10_b1.5_s51,per_network,1.2,10.0,1.5,51.0,1998,1,all,0.36,6.0,0.0010000000000000009,7.0,81.5,0.7802802802802803,0.531031031031031,1000,1000,4,4000,0,0.0,1.0,1979.0,1.8741035461425781,box uniform (explicit),0.0,0.20575,0.0,0.0,0.059,0.026,0.014,0.111,1.0,2649.0,8.539,0.28,7.984,9.025,1.0,3335.0,0.933,0.009,0.916,0.95,1.0,2364.0,0.535,0.009,0.518,0.55,1.0,2819.0,0.934,0.053,0.841,1.0,1.0,1979.0,1.34,0.051,1.247,1.438,1.0,3067.0,0.059,0.026,0.014,0.111,1.0,2649.0,-1.221,0.048,-1.315,-1.139,1.0,3085.0,9.34,0.531,8.414,10.0,1.0,1979.0,0.295,0.003,0.29,0.3,1.0,2364.0,4.238,0.161,3.944,4.547,1.0,3067.0
g1.2_k10_b1.5_s52,per_network,1.2,10.0,1.5,52.0,1998,1,all,0.35,4.999999999999999,0.0010000000000000009,6.0,80.0,0.7807807807807807,0.5295295295295295,1000,1000,4,4000,0,0.0,1.0,1824.0,1.2881313840548196,box uniform (explicit),0.0,0.15925,0.0,0.0,0.129,0.026,0.082,0.178,1.0,2487.0,8.621,0.274,8.12,9.141,1.0,3077.0,0.939,0.01,0.921,0.959,1.0,2566.0,0.511,0.009,0.496,0.527,1.0,2886.0,0.917,0.063,0.806,1.0,1.0,1824.0,1.422,0.051,1.323,1.515,1.0,2706.0,0.129,0.026,0.082,0.178,1.0,2487.0,-1.164,0.046,-1.248,-1.076,1.0,3108.0,9.168,0.627,8.059,10.0,1.0,1824.0,0.297,0.003,0.291,0.303,1.0,2566.0,4.496,0.162,4.183,4.79,1.0,2706.0
g1.2_k10_b1.5_s53,per_network,1.2,10.0,1.5,53.0,2000,1,all,0.37,7.000000000000001,0.0,8.0,73.0,0.791,0.4725,1000,1000,4,4000,0,0.0,1.0,2440.0,1.2679612358411154,box uniform (explicit),0.0,0.42075,0.0,0.0,-0.13,0.027,-0.181,-0.081,1.0,2781.0,8.822,0.287,8.281,9.346,1.0,2879.0,0.869,0.008,0.855,0.883,1.0,3028.0,0.524,0.008,0.509,0.54,1.0,2781.0,0.965,0.032,0.907,1.0,1.0,2440.0,1.193,0.051,1.092,1.281,1.0,2978.0,-0.13,0.027,-0.181,-0.081,1.0,2781.0,-1.453,0.051,-1.543,-1.357,1.0,2672.0,9.655,0.325,9.069,10.0,1.0,2440.0,0.275,0.002,0.27,0.279,1.0,3028.0,3.773,0.16,3.453,4.05,1.0,2978.0
g1.2_k10_b1.5_s54,per_network,1.2,10.0,1.5,54.0,2000,1,all,0.36,6.0,0.0,7.0,73.0,0.7805,0.4535,1000,1000,4,4000,0,0.0,1.0,2036.0,1.4246638576189676,box uniform (explicit),0.0,0.312,0.0,0.0,-0.084,0.028,-0.135,-0.03,1.0,3130.0,9.213,0.303,8.679,9.815,1.0,2726.0,0.875,0.008,0.86,0.891,1.0,2603.0,0.467,0.008,0.45,0.482,1.0,2864.0,0.952,0.042,0.873,1.0,1.0,2036.0,1.298,0.052,1.201,1.396,1.0,2810.0,-0.084,0.028,-0.135,-0.03,1.0,3130.0,-1.466,0.054,-1.57,-1.368,1.0,2771.0,9.52,0.422,8.726,10.0,1.0,2036.0,0.277,0.003,0.272,0.282,1.0,2603.0,4.105,0.165,3.797,4.414,1.0,2810.0
g1.2_k10_b1.5_s55,per_network,1.2,10.0,1.5,55.0,1999,1,all,0.36,6.0,0.0004999999999999449,7.0,77.0,0.7903951975987994,0.4747373686843422,1000,1000,4,4000,0,0.0,1.0,1645.0,1.5076802730560304,box uniform (explicit),0.0,0.263,0.0,0.0,-0.069,0.026,-0.118,-0.02,1.0,2787.0,8.769,0.274,8.256,9.294,1.0,3146.0,0.917,0.009,0.9,0.934,1.0,2735.0,0.461,0.008,0.445,0.476,1.0,2817.0,0.944,0.048,0.858,1.0,1.0,1645.0,1.246,0.047,1.16,1.334,1.0,2980.0,-0.069,0.026,-0.118,-0.02,1.0,2787.0,-1.385,0.05,-1.474,-1.285,1.0,3096.0,9.444,0.482,8.58,10.0,1.0,1645.0,0.29,0.003,0.285,0.295,1.0,2735.0,3.94,0.149,3.669,4.219,1.0,2980.0
g1.2_k10_b1.5_s56,per_network,1.2,10.0,1.5,56.0,2000,1,all,0.38,8.000000000000002,0.0,9.0,72.0,0.7995,0.5045,1000,1000,4,4000,0,0.0,1.0,2272.0,1.4074240485827128,box uniform (explicit),0.0,0.2855,0.0,0.0,0.096,0.029,0.042,0.147,1.0,2586.0,9.856,0.309,9.284,10.433,1.0,2692.0,0.861,0.008,0.846,0.877,1.0,2805.0,0.447,0.008,0.432,0.462,1.0,2572.0,0.95,0.043,0.871,1.0,1.0,2272.0,1.574,0.055,1.47,1.676,1.0,2491.0,0.096,0.029,0.042,0.147,1.0,2586.0,-1.383,0.054,-1.488,-1.285,1.0,2836.0,9.498,0.435,8.711,9.999,1.0,2272.0,0.272,0.003,0.268,0.277,1.0,2805.0,4.978,0.174,4.649,5.3,1.0,2491.0
g1.2_k10_b1.5_s57,per_network,1.2,10.0,1.5,57.0,1997,1,all,0.38,8.000000000000002,0.0014999999999999458,9.0,85.0,0.8132198297446169,0.5112669003505258,1000,1000,4,4000,0,0.0,1.0,2237.0,1.2251378496487935,box uniform (explicit),0.0,0.42625,0.0,0.0,0.014,0.025,-0.036,0.06,1.0,2856.0,8.992,0.268,8.525,9.527,1.0,3203.0,0.95,0.008,0.934,0.965,1.0,3148.0,0.462,0.008,0.447,0.477,1.0,3199.0,0.967,0.03,0.914,1.0,1.0,2237.0,1.363,0.047,1.273,1.448,1.0,3242.0,0.014,0.025,-0.036,0.06,1.0,2856.0,-1.335,0.048,-1.423,-1.241,1.0,3056.0,9.672,0.297,9.136,9.999,1.0,2237.0,0.3,0.003,0.295,0.305,1.0,3148.0,4.309,0.147,4.025,4.58,1.0,3242.0
g1.2_k10_b1.5_s58,per_network,1.2,10.0,1.5,58.0,2000,1,all,0.34,4.0000000000000036,0.0,5.0,72.0,0.7875,0.518,1000,1000,4,4000,0,0.0,1.0,1670.0,1.2233767946561178,box uniform (explicit),0.0,0.18675,0.0,0.0,-0.01,0.027,-0.06,0.041,1.0,2821.0,8.708,0.278,8.199,9.235,1.0,2922.0,0.895,0.009,0.88,0.913,1.0,2496.0,0.535,0.008,0.519,0.55,1.0,2743.0,0.928,0.057,0.823,1.0,1.0,1670.0,1.296,0.051,1.202,1.393,1.0,2728.0,-0.01,0.027,-0.06,0.041,1.0,2821.0,-1.316,0.049,-1.411,-1.228,1.0,3139.0,9.278,0.568,8.229,10.0,1.0,1670.0,0.283,0.003,0.278,0.289,1.0,2496.0,4.1,0.16,3.801,4.404,1.0,2728.0
g1.2_k10_b1.5_s59,per_network,1.2,10.0,1.5,59.0,2000,1,all,0.36,6.0,0.0,7.0,80.0,0.795,0.516,1000,1000,4,4000,0,0.0,1.0,1355.0,1.5011201659838358,box uniform (explicit),0.0,0.0,0.0,0.0,-0.132,0.03,-0.187,-0.074,1.0,1732.0,8.416,0.275,7.918,8.949,1.0,3085.0,1.015,0.027,0.963,1.065,1.0,1355.0,0.593,0.008,0.579,0.607,1.0,2166.0,0.245,0.169,-0.047,0.576,1.0,1359.0,1.131,0.053,1.036,1.232,1.0,2479.0,-0.132,0.03,-0.187,-0.074,1.0,1732.0,-1.394,0.05,-1.486,-1.298,1.0,2668.0,2.452,1.687,-0.472,5.764,1.0,1359.0,0.321,0.009,0.305,0.337,1.0,1355.0,3.575,0.167,3.277,3.896,1.0,2479.0
g1.2_k10_b1.5_s60,per_network,1.2,10.0,1.5,60.0,1999,1,all,0.36,6.0,0.0004999999999999449,7.0,73.0,0.776888444222111,0.46173086543271635,1000,1000,4,4000,0,0.0,1.0,2234.0,1.3252293348312378,box uniform (explicit),0.0,0.252,0.0,0.0,-0.157,0.027,-0.207,-0.104,1.0,2794.0,8.629,0.284,8.095,9.153,1.0,3103.0,0.889,0.009,0.873,0.906,1.0,2796.0,0.497,0.008,0.481,0.512,1.0,2960.0,0.944,0.048,0.856,1.0,1.0,2234.0,1.137,0.048,1.043,1.223,1.0,3107.0,-0.157,0.027,-0.207,-0.104,1.0,2794.0,-1.451,0.053,-1.554,-1.357,1.0,2964.0,9.436,0.482,8.561,10.0,1.0,2234.0,0.281,0.003,0.276,0.286,1.0,2796.0,3.597,0.152,3.298,3.866,1.0,3107.0
g1.2_k10_b1.5_s61,per_network,1.2,10.0,1.5,61.0,1999,1,all,0.36,6.0,0.0004999999999999449,7.0,76.0,0.7948974487243622,0.44022011005502754,1000,1000,4,4000,0,0.0,1.0,1456.0,1.5567211111386616,box uniform (explicit),0.0,0.117,0.0,0.0,-0.07,0.028,-0.124,-0.019,1.0,2542.0,8.745,0.278,8.244,9.299,1.0,2810.0,0.908,0.011,0.887,0.929,1.0,1848.0,0.431,0.008,0.415,0.446,1.0,2751.0,0.89,0.08,0.749,1.0,1.0,1456.0,1.241,0.048,1.145,1.327,1.0,2966.0,-0.07,0.028,-0.124,-0.019,1.0,2542.0,-1.382,0.052,-1.481,-1.285,1.0,2543.0,8.9,0.805,7.494,9.999,1.0,1456.0,0.287,0.004,0.281,0.294,1.0,1848.0,3.926,0.152,3.622,4.196,1.0,2966.0
g0.8_k16_b1.5_s42,per_network,0.8,16.0,1.5,42.0,1926,1,all,0.46,10.000000000000002,0.03700000000000003,11.0,153.0,0.8400830737279336,0.5711318795430945,1000,1000,4,4000,0,0.0,1.0,2269.0,1.2094954212506612,box uniform (explicit),0.0,0.6825,0.0,0.0,0.163,0.016,0.134,0.193,1.0,2794.0,7.003,0.194,6.639,7.359,1.0,2613.0,1.428,0.013,1.404,1.453,1.0,2651.0,0.56,0.01,0.54,0.577,1.0,3086.0,0.983,0.016,0.953,1.0,1.0,2269.0,1.214,0.036,1.147,1.279,1.0,2355.0,0.163,0.016,0.134,0.193,1.0,2794.0,-0.887,0.03,-0.946,-0.833,1.0,3177.0,15.729,0.26,15.256,16.0,1.0,2269.0,0.357,0.003,0.351,0.363,1.0,2651.0,4.856,0.144,4.588,5.116,1.0,2355.0
g0.8_k16_b1.5_s43,per_network,0.8,16.0,1.5,43.0,1916,1,all,0.46,10.000000000000002,0.04200000000000004,11.0,150.0,0.860125260960334,0.4394572025052192,1000,1000,4,4000,0,0.0,1.0,2832.0,1.4662673592567443,box uniform (explicit),0.0,0.8575,0.0,0.0,-0.088,0.016,-0.12,-0.059,1.0,3737.0,6.902,0.189,6.564,7.27,1.0,3095.0,1.398,0.012,1.378,1.422,1.0,3122.0,0.465,0.01,0.446,0.483,1.0,3365.0,0.99,0.01,0.971,1.0,1.0,2832.0,0.947,0.031,0.89,1.008,1.0,3437.0,-0.088,0.016,-0.12,-0.059,1.0,3737.0,-1.124,0.034,-1.185,-1.06,1.0,3048.0,15.835,0.163,15.542,16.0,1.0,2832.0,0.35,0.003,0.345,0.355,1.0,3122.0,3.788,0.126,3.56,4.031,1.0,3437.0
g0.8_k16_b1.5_s44,per_network,0.8,16.0,1.5,44.0,1920,1,all,0.46,10.000000000000002,0.040000000000000036,11.0,160.0,0.8635416666666667,0.4765625,1000,1000,4,4000,0,0.0,1.0,2579.0,1.6630860606829325,box uniform (explicit),0.0,0.8065,0.0,0.0,-0.036,0.016,-0.067,-0.009,1.0,3185.0,7.04,0.191,6.685,7.401,1.0,2643.0,1.457,0.013,1.434,1.482,1.0,2601.0,0.449,0.01,0.429,0.468,1.0,2902.0,0.988,0.012,0.966,1.0,1.0,2579.0,1.02,0.032,0.962,1.079,1.0,2928.0,-0.036,0.016,-0.067,-0.009,1.0,3185.0,-1.092,0.033,-1.153,-1.028,1.0,2590.0,15.803,0.19,15.46,16.0,1.0,2579.0,0.364,0.003,0.359,0.37,1.0,2601.0,4.08,0.127,3.848,4.317,1.0,2928.0
g0.8_k16_b1.5_s45,per_network,0.8,16.0,1.5,45.0,1893,1,all,0.412,6.999999999999999,0.05349999999999999,8.0,150.0,0.8526148969889065,0.4664553618594823,1000,1000,4,4000,0,0.0,1.0,2137.0,1.9834025502204895,box uniform (explicit),0.0,0.75025,0.0,0.0,-0.022,0.016,-0.053,0.007,1.0,2702.0,6.964,0.192,6.565,7.294,1.0,2628.0,1.429,0.013,1.406,1.454,1.0,2683.0,0.437,0.01,0.419,0.457,1.0,2977.0,0.986,0.014,0.961,1.0,1.0,2137.0,1.022,0.032,0.961,1.083,1.0,2862.0,-0.022,0.016,-0.053,0.007,1.0,2702.0,-1.067,0.034,-1.133,-1.008,1.0,2494.0,15.774,0.222,15.369,16.0,1.0,2137.0,0.357,0.003,0.352,0.363,1.0,2683.0,4.089,0.129,3.845,4.333,1.0,2862.0
g0.8_k16_b1.5_s46,per_network,0.8,16.0,1.5,46.0,1935,1,all,0.412,6.999999999999999,0.03249999999999997,8.0,145.0,0.834625322997416,0.45891472868217054,1000,1000,4,4000,0,0.0,1.0,2238.0,1.6226110259691875,box uniform (explicit),0.0,0.6375,0.0,0.0,-0.054,0.016,-0.085,-0.024,1.0,2541.0,6.7,0.189,6.346,7.05,1.0,2785.0,1.393,0.012,1.37,1.417,1.0,2477.0,0.495,0.01,0.476,0.514,1.0,2828.0,0.98,0.019,0.945,1.0,1.0,2238.0,0.952,0.032,0.891,1.01,1.0,2781.0,-0.054,0.016,-0.085,-0.024,1.0,2541.0,-1.059,0.033,-1.118,-0.993,1.0,2673.0,15.688,0.311,15.125,16.0,1.0,2238.0,0.348,0.003,0.342,0.354,1.0,2477.0,3.806,0.128,3.565,4.04,1.0,2781.0
g0.8_k16_b1.5_s47,per_network,0.8,16.0,1.5,47.0,1943,1,all,0.444,9.000000000000002,0.02849999999999997,10.0,141.0,0.8481729284611426,0.471950591868245,1000,1000,4,4000,0,0.0,1.0,2409.0,1.968409788608551,box uniform (explicit),0.0,0.689,0.0,0.0,-0.085,0.016,-0.114,-0.055,1.0,3322.0,6.951,0.195,6.575,7.305,1.0,2877.0,1.368,0.011,1.346,1.388,1.0,2732.0,0.471,0.01,0.452,0.489,1.0,2945.0,0.983,0.016,0.953,1.0,1.0,2409.0,0.958,0.031,0.901,1.017,1.0,3205.0,-0.085,0.016,-0.114,-0.055,1.0,3322.0,-1.127,0.035,-1.194,-1.063,1.0,2794.0,15.731,0.264,15.246,16.0,1.0,2409.0,0.342,0.003,0.337,0.347,1.0,2732.0,3.832,0.126,3.605,4.07,1.0,3205.0
g0.8_k16_b1.5_s48,per_network,0.8,16.0,1.5,48.0,1951,1,all,0.508,13.000000000000002,0.024499999999999966,14.0,134.0,0.8457201435161456,0.5638134290107637,1000,1000,4,4000,0,0.0,1.0,2817.0,1.2656124711036683,box uniform (explicit),0.0,0.89775,0.0,0.0,0.133,0.016,0.102,0.163,1.0,3359.0,6.979,0.193,6.624,7.345,1.0,3140.0,1.347,0.011,1.326,1.366,1.0,3390.0,0.558,0.009,0.541,0.576,1.0,3069.0,0.991,0.009,0.975,1.0,1.0,2817.0,1.179,0.035,1.11,1.241,1.0,2984.0,0.133,0.016,0.102,0.163,1.0,3359.0,-0.914,0.031,-0.972,-0.857,1.0,3562.0,15.858,0.142,15.595,16.0,1.0,2817.0,0.337,0.003,0.331,0.342,1.0,3390.0,4.717,0.141,4.439,4.962,1.0,2984.0
g0.8_k16_b1.5_s49,per_network,0.8,16.0,1.5,49.0,1919,1,all,0.46,10.000000000000002,0.04049999999999998,11.0,156.0,0.8577384054194893,0.42574257425742573,1000,1000,4,4000,0,0.0,1.0,2017.0,1.8400561730066936,box uniform (explicit),0.0,0.7805,0.0,0.0,-0.133,0.016,-0.163,-0.103,1.0,2927.0,7.294,0.193,6.915,7.632,1.0,2198.0,1.441,0.012,1.418,1.464,1.0,2560.0,0.444,0.01,0.426,0.464,1.0,2933.0,0.987,0.013,0.964,1.0,1.0,2017.0,0.961,0.031,0.906,1.023,1.0,2595.0,-0.133,0.016,-0.163,-0.103,1.0,2927.0,-1.227,0.035,-1.293,-1.165,1.0,2263.0,15.793,0.204,15.43,16.0,1.0,2017.0,0.36,0.003,0.355,0.366,1.0,2560.0,3.843,0.125,3.623,4.09,1.0,2595.0
g0.8_k16_b1.5_s50,per_network,0.8,16.0,1.5,50.0,1969,1,all,0.412,6.999999999999999,0.015499999999999958,8.0,125.0,0.8288471305231082,0.48857287963433216,1000,1000,4,4000,0,0.0,1.0,2055.0,1.9361525575319927,box uniform (explicit),0.0,0.70475,0.0,0.0,0.014,0.017,-0.018,0.043,1.0,2957.0,6.87,0.196,6.471,7.212,1.0,2055.0,1.323,0.011,1.304,1.344,1.0,2270.0,0.508,0.01,0.489,0.526,1.0,2775.0,0.984,0.016,0.955,1.0,1.0,2440.0,1.045,0.034,0.982,1.114,1.0,2055.0,0.014,0.017,-0.018,0.043,1.0,2957.0,-1.017,0.033,-1.081,-0.959,1.0,2322.0,15.742,0.252,15.274,16.0,1.0,2440.0,0.331,0.003,0.326,0.336,1.0,2270.0,4.178,0.138,3.928,4.455,1.0,2055.0
g0.8_k16_b1.5_s51,per_network,0.8,16.0,1.5,51.0,1885,1,all,0.428,8.0,0.057499999999999996,9.0,167.0,0.8588859416445623,0.5437665782493368,1000,1000,4,4000,0,0.0,1.0,2584.0,1.5722432812054952,box uniform (explicit),0.0,0.793,0.0,0.0,0.104,0.015,0.073,0.131,1.0,2866.0,7.112,0.196,6.739,7.477,1.0,2800.0,1.485,0.013,1.462,1.511,1.0,3141.0,0.563,0.01,0.544,0.581,1.0,2846.0,0.987,0.013,0.964,1.0,1.0,2584.0,1.171,0.035,1.105,1.237,1.0,2595.0,0.104,0.015,0.073,0.131,1.0,2866.0,-0.963,0.031,-1.023,-0.907,1.0,3172.0,15.795,0.202,15.426,16.0,1.0,2584.0,0.371,0.003,0.366,0.378,1.0,3141.0,4.683,0.141,4.421,4.947,1.0,2595.0
g0.8_k16_b1.5_s52,per_network,0.8,16.0,1.5,52.0,1935,1,all,0.38,5.000000000000001,0.03249999999999997,6.0,152.0,0.8532299741602067,0.5343669250645995,1000,1000,4,4000,0,0.0,1.0,2260.0,1.8753334403038024,box uniform (explicit),0.0,0.60625,0.0,0.0,0.121,0.016,0.09,0.15,1.0,2895.0,6.9,0.186,6.554,7.248,1.0,2889.0,1.438,0.013,1.415,1.463,1.0,2675.0,0.515,0.01,0.496,0.535,1.0,3080.0,0.979,0.02,0.941,1.0,1.0,2260.0,1.156,0.034,1.09,1.215,1.0,2775.0,0.121,0.016,0.09,0.15,1.0,2895.0,-0.914,0.03,-0.97,-0.857,1.0,3066.0,15.66,0.324,15.052,16.0,1.0,2260.0,0.36,0.003,0.354,0.366,1.0,2675.0,4.622,0.136,4.358,4.858,1.0,2775.0
