tag,gain,k,engine,n_draws,n_sim_per_coh,omit_obs,omit_sim,med_abs_qerr_correct_ms,max_abs_qerr_correct_ms,med_abs_qerr_error_ms,max_abs_qerr_error_ms,max_abs_acc_err,minutes
g0.8_k10_b1.5_pooled,0.8,10.0,numpy,2,1000,0.034,0.0180909090909091,7.600000000000008,54.25999999999988,13.489999999999952,79.98999999999998,0.0309663113546732,0.0163377006848653
g1.0_k10_b1.5_pooled,1.0,10.0,numpy,2,1000,0.0029749999999999,0.0019090909090909,3.929999999999982,29.52999999999986,6.769999999999996,27.239999999999952,0.0207399025963928,0.0110000491142272
g1.2_k10_b1.5_pooled,1.2,10.0,numpy,2,1000,0.00029999999999996696,0.00018181818181818197,1.789999999999985,22.910000000000025,2.960000000000008,19.480000000000018,0.012026424442609429,0.00948936939239502
