acoh,is_correct,quantile,rt,proportion,n,draw,gain,bound,k
0.0,False,0.25,92.0,0.5014766686355582,1698,-1,1.2,2.5,10.0
0.0,False,0.5,155.0,0.5014766686355582,1698,-1,1.2,2.5,10.0
0.0,False,0.75,255.75,0.5014766686355582,1698,-1,1.2,2.5,10.0
0.0,True,0.25,102.0,0.4985233313644418,1688,-1,1.2,2.5,10.0
0.0,True,0.5,162.5,0.4985233313644418,1688,-1,1.2,2.5,10.0
0.0,True,0.75,257.25,0.4985233313644418,1688,-1,1.2,2.5,10.0
0.03,False,0.25,101.0,0.31679332439278796,2126,-1,1.2,2.5,10.0
0.03,False,0.5,162.0,0.31679332439278796,2126,-1,1.2,2.5,10.0
0.03,False,0.75,262.75,0.31679332439278796,2126,-1,1.2,2.5,10.0
0.03,True,0.25,92.0,0.683206675607212,4585,-1,1.2,2.5,10.0
0.03,True,0.5,156.0,0.683206675607212,4585,-1,1.2,2.5,10.0
0.03,True,0.75,261.0,0.683206675607212,4585,-1,1.2,2.5,10.0
0.06,False,0.25,92.0,0.1857543963351559,1257,-1,1.2,2.5,10.0
0.06,False,0.5,147.0,0.1857543963351559,1257,-1,1.2,2.5,10.0
0.06,False,0.75,240.0,0.1857543963351559,1257,-1,1.2,2.5,10.0
0.06,True,0.25,89.0,0.8142456036648441,5510,-1,1.2,2.5,10.0
0.06,True,0.5,146.0,0.8142456036648441,5510,-1,1.2,2.5,10.0
0.06,True,0.75,242.0,0.8142456036648441,5510,-1,1.2,2.5,10.0
0.09,False,0.25,83.0,0.0959079283887468,675,-1,1.2,2.5,10.0
0.09,False,0.5,131.0,0.0959079283887468,675,-1,1.2,2.5,10.0
0.09,False,0.75,208.0,0.0959079283887468,675,-1,1.2,2.5,10.0
0.09,True,0.25,80.0,0.9040920716112532,6363,-1,1.2,2.5,10.0
0.09,True,0.5,129.0,0.9040920716112532,6363,-1,1.2,2.5,10.0
0.09,True,0.75,207.0,0.9040920716112532,6363,-1,1.2,2.5,10.0
0.12,False,0.25,66.75,0.04630969609261939,320,-1,1.2,2.5,10.0
0.12,False,0.5,114.5,0.04630969609261939,320,-1,1.2,2.5,10.0
0.12,False,0.75,180.5,0.04630969609261939,320,-1,1.2,2.5,10.0
0.12,True,0.25,72.0,0.9536903039073806,6590,-1,1.2,2.5,10.0
0.12,True,0.5,113.0,0.9536903039073806,6590,-1,1.2,2.5,10.0
0.12,True,0.75,175.0,0.9536903039073806,6590,-1,1.2,2.5,10.0
0.15,False,0.25,73.0,0.021982758620689654,153,-1,1.2,2.5,10.0
