param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.03,0.019,-0.066,0.005,0.0,0.0,2900.0,2584.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
v_coherence_signed,7.077,0.213,6.676,7.473,0.004,0.004,3169.0,2599.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
a,1.213,0.014,1.189,1.241,0.0,0.0,2359.0,1824.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
z,0.483,0.009,0.466,0.5,0.0,0.0,2709.0,2467.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
g,0.945,0.048,0.857,1.0,0.001,0.001,1596.0,1319.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
v(0.15),1.031,0.037,0.959,1.096,0.001,0.001,3193.0,2485.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
v(0),-0.03,0.019,-0.066,0.005,0.0,0.0,2900.0,2584.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
v(-0.15),-1.092,0.037,-1.159,-1.023,0.001,0.001,2996.0,2503.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
g_native,15.124,0.762,13.716,15.999,0.018,0.017,1596.0,1319.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
a_native,0.303,0.003,0.297,0.31,0.0,0.0,2359.0,1824.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
v_native(0.15),4.125,0.147,3.837,4.384,0.003,0.003,3193.0,2485.0,1.0,1.0,16.0,1.5,46,1992,0.396,g1.0_k16_b1.5_s46
