param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.003,0.022,-0.038,0.043,0.0,0.0,2535.0,2509.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
v_coherence_signed,8.921,0.243,8.494,9.413,0.005,0.004,2801.0,2635.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
a,1.08,0.009,1.062,1.097,0.0,0.0,2986.0,2881.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
z,0.452,0.009,0.436,0.469,0.0,0.0,2411.0,2342.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
g,0.98,0.019,0.945,1.0,0.0,0.0,2497.0,2032.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
v(0.15),1.341,0.041,1.265,1.419,0.001,0.001,2848.0,2893.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
v(0),0.003,0.022,-0.038,0.043,0.0,0.0,2535.0,2509.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
v(-0.15),-1.335,0.044,-1.417,-1.252,0.001,0.001,2520.0,2467.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
g_native,9.804,0.188,9.446,10.0,0.003,0.004,2497.0,2032.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
a_native,0.342,0.003,0.336,0.347,0.0,0.0,2986.0,2881.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
v_native(0.15),4.24,0.129,4.001,4.488,0.002,0.002,2848.0,2893.0,1.0,1.0,10.0,1.5,57,1987,0.39,g1.0_k10_b1.5_s57
