param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.021,0.022,-0.065,0.017,0.0,0.0,2671.0,2620.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
v_coherence_signed,8.606,0.245,8.126,9.045,0.005,0.004,2907.0,2337.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
a,1.045,0.009,1.028,1.061,0.0,0.0,2785.0,2491.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
z,0.461,0.008,0.445,0.477,0.0,0.0,3109.0,2823.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
g,0.98,0.019,0.945,1.0,0.0,0.0,2102.0,1526.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
v(0.15),1.269,0.042,1.186,1.344,0.001,0.001,2873.0,2484.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
v(0),-0.021,0.022,-0.065,0.017,0.0,0.0,2671.0,2620.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
v(-0.15),-1.312,0.044,-1.395,-1.23,0.001,0.001,2919.0,2639.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
g_native,9.799,0.191,9.451,10.0,0.004,0.004,2102.0,1526.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
a_native,0.33,0.003,0.325,0.335,0.0,0.0,2785.0,2491.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
v_native(0.15),4.014,0.132,3.75,4.249,0.002,0.002,2873.0,2484.0,1.0,1.0,10.0,1.5,44,1990,0.39,g1.0_k10_b1.5_s44
