param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.014,0.025,-0.036,0.06,0.0,0.0,2856.0,2859.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
v_coherence_signed,8.992,0.268,8.525,9.527,0.005,0.004,3203.0,2658.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
a,0.95,0.008,0.934,0.965,0.0,0.0,3148.0,2370.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
z,0.462,0.008,0.447,0.477,0.0,0.0,3199.0,3104.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
g,0.967,0.03,0.914,1.0,0.001,0.001,2237.0,1641.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
v(0.15),1.363,0.047,1.273,1.448,0.001,0.001,3242.0,2969.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
v(0),0.014,0.025,-0.036,0.06,0.0,0.0,2856.0,2859.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
v(-0.15),-1.335,0.048,-1.423,-1.241,0.001,0.001,3056.0,2669.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
g_native,9.672,0.297,9.136,9.999,0.005,0.007,2237.0,1641.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
a_native,0.3,0.003,0.295,0.305,0.0,0.0,3148.0,2370.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
v_native(0.15),4.309,0.147,4.025,4.58,0.003,0.002,3242.0,2969.0,1.0,1.2,10.0,1.5,57,1997,0.38,g1.2_k10_b1.5_s57
