param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.022,0.016,-0.053,0.007,0.0,0.0,2702.0,2506.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
v_coherence_signed,6.964,0.192,6.565,7.294,0.004,0.003,2628.0,2577.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
a,1.429,0.013,1.406,1.454,0.0,0.0,2683.0,2563.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
z,0.437,0.01,0.419,0.457,0.0,0.0,2977.0,2823.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
g,0.986,0.014,0.961,1.0,0.0,0.0,2137.0,1866.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
v(0.15),1.022,0.032,0.961,1.083,0.001,0.0,2862.0,2433.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
v(0),-0.022,0.016,-0.053,0.007,0.0,0.0,2702.0,2506.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
v(-0.15),-1.067,0.034,-1.133,-1.008,0.001,0.001,2494.0,2493.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
g_native,15.774,0.222,15.369,16.0,0.004,0.005,2137.0,1866.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
a_native,0.357,0.003,0.352,0.363,0.0,0.0,2683.0,2563.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
v_native(0.15),4.089,0.129,3.845,4.333,0.002,0.002,2862.0,2433.0,1.0,0.8,16.0,1.5,45,1893,0.412,g0.8_k16_b1.5_s45
