param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.057,0.021,0.017,0.095,0.0,0.0,2440.0,2483.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
v_coherence_signed,6.897,0.226,6.452,7.308,0.004,0.004,2754.0,2157.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
a,1.115,0.014,1.09,1.139,0.0,0.0,2077.0,2063.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
z,0.533,0.009,0.516,0.551,0.0,0.0,2410.0,2378.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
g,0.922,0.06,0.816,1.0,0.001,0.001,1383.0,1508.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
v(0.15),1.092,0.041,1.01,1.165,0.001,0.001,2498.0,2195.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
v(0),0.057,0.021,0.017,0.095,0.0,0.0,2440.0,2483.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
v(-0.15),-0.977,0.038,-1.05,-0.904,0.001,0.001,2869.0,2125.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
g_native,14.75,0.954,13.05,16.0,0.023,0.019,1383.0,1508.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
a_native,0.279,0.003,0.272,0.285,0.0,0.0,2077.0,2063.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
v_native(0.15),4.367,0.163,4.04,4.661,0.003,0.003,2498.0,2195.0,1.0,1.2,16.0,1.5,51,1998,0.396,g1.2_k16_b1.5_s51
