param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.15,0.02,-0.188,-0.114,0.0,0.0,3420.0,2967.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
v_coherence_signed,8.27,0.231,7.824,8.683,0.004,0.003,2911.0,2329.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
a,1.143,0.009,1.126,1.16,0.0,0.0,2695.0,2230.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
z,0.487,0.009,0.469,0.502,0.0,0.0,3315.0,3174.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
g,0.985,0.015,0.959,1.0,0.0,0.0,2463.0,1845.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
v(0.15),1.09,0.038,1.021,1.162,0.001,0.001,3123.0,2747.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
v(0),-0.15,0.02,-0.188,-0.114,0.0,0.0,3420.0,2967.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
v(-0.15),-1.391,0.042,-1.468,-1.31,0.001,0.001,2966.0,2554.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
g_native,9.852,0.145,9.592,10.0,0.002,0.004,2463.0,1845.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
a_native,0.361,0.003,0.356,0.367,0.0,0.0,2695.0,2230.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
v_native(0.15),3.447,0.119,3.23,3.674,0.002,0.002,3123.0,2747.0,1.0,0.8,10.0,1.5,60,1961,0.41,g0.8_k10_b1.5_s60
