draw,g_nat,omit,median_rt,acc,gain,bound,k,net_omit,net_median_rt,net_acc
0,9.804189,0.20704999999999996,279.0,0.9278381846423989,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
10,9.8915815,0.21357499999999996,280.7,0.9302040399223354,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
20,9.972638,0.20272500000000004,276.1,0.9254418385861165,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
30,9.788574,0.20572500000000005,281.6,0.9273763745530594,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
40,9.908775,0.20492500000000002,276.6,0.9291365090052179,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
51,9.866241,0.20730000000000004,280.5,0.9261906374906849,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
61,9.646144,0.20757499999999995,279.5,0.927358235214508,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
71,9.816009,0.20857499999999995,280.2,0.9264929534624353,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
81,9.9777114,0.209225,284.90000000000003,0.9273964256701869,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
92,9.937316000000001,0.20889999999999997,277.1,0.9340544194693257,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
102,9.9224985,0.19857499999999995,274.30000000000007,0.9252511721366377,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
112,9.872259,0.20372500000000004,277.0,0.9247406009971701,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
122,9.9159706,0.20377500000000004,275.5,0.9300767573390789,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
133,9.9850166,0.19855,276.5,0.9262456915303016,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
143,9.987697599999999,0.20704999999999996,280.6,0.9314957438184029,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
153,9.903637,0.21237499999999998,277.3,0.9287660038136748,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
163,9.858192,0.21294999999999997,279.90000000000003,0.9258542218599279,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
173,9.8524714,0.204225,280.40000000000003,0.9258735608967885,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
184,9.9350846,0.2098,282.40000000000003,0.9259309502814895,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
194,9.979143,0.21099999999999997,280.90000000000003,0.9276601520086862,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
204,9.802691,0.20650000000000002,278.40000000000003,0.9254184665226782,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
214,9.869034,0.2076,278.90000000000003,0.9305489904787629,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
225,9.98263,0.21050000000000002,279.1,0.9244451973572759,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
235,9.968219000000001,0.210175,277.4,0.9293367692933677,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
245,9.980053,0.207125,276.90000000000003,0.9297114897924751,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
255,9.925653,0.20265,277.7,0.9239901792620994,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
266,9.325206,0.2027,277.1,0.9274656637227576,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
276,9.982208,0.20472500000000005,275.3,0.9279006361708573,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
286,9.962988000000001,0.21132499999999999,277.4,0.9297251442144554,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
296,9.8858094,0.20030000000000003,276.70000000000005,0.9247744575242312,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
306,9.975599,0.20015000000000005,276.95000000000005,0.9257337929649586,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
317,9.792893,0.20099999999999996,274.55,0.9300914910017092,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
327,9.960294,0.20735000000000003,277.3,0.9281178219159573,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
337,9.824639600000001,0.20484999999999998,279.05,0.9261243052046488,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
347,9.948615,0.20950000000000002,281.3,0.93224647505423,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
358,9.7478616,0.20284999999999997,280.7,0.9255072171192087,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
368,9.824232,0.21009999999999995,283.15,0.9244682292372307,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
378,9.8946404,0.21025000000000005,279.90000000000003,0.9280414676288241,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
388,9.950194399999999,0.206175,280.7,0.9278232461015122,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
399,9.851992000000001,0.20455,278.90000000000003,0.9254314994606256,0.8,2.94,10.0,0.669,321.0,0.9748684520537186
