acoh,is_correct,quantile,rt,proportion,n,draw,gain,bound,k
0.03,False,0.75,212.675,0.34611630177102215,2482,1,1.2,2.0,10.0
0.03,True,0.25,69.2,0.6538836982289778,4689,1,1.2,2.0,10.0
0.03,True,0.5,126.4,0.6538836982289778,4689,1,1.2,2.0,10.0
0.03,True,0.75,220.8,0.6538836982289778,4689,1,1.2,2.0,10.0
0.06,False,0.25,61.92500000000001,0.21076170510132775,1508,1,1.2,2.0,10.0
0.06,False,0.5,109.9,0.21076170510132775,1508,1,1.2,2.0,10.0
0.06,False,0.75,189.75,0.21076170510132775,1508,1,1.2,2.0,10.0
0.06,True,0.25,66.19999999999999,0.7892382948986723,5647,1,1.2,2.0,10.0
0.06,True,0.5,113.9,0.7892382948986723,5647,1,1.2,2.0,10.0
0.06,True,0.75,194.45,0.7892382948986723,5647,1,1.2,2.0,10.0
0.09,False,0.25,58.5,0.11765502301651774,869,1,1.2,2.0,10.0
0.09,False,0.5,103.59999999999998,0.11765502301651774,869,1,1.2,2.0,10.0
0.09,False,0.75,174.3,0.11765502301651774,869,1,1.2,2.0,10.0
0.09,True,0.25,60.9,0.8823449769834822,6517,1,1.2,2.0,10.0
0.09,True,0.5,103.1,0.8823449769834822,6517,1,1.2,2.0,10.0
0.09,True,0.75,173.39999999999998,0.8823449769834822,6517,1,1.2,2.0,10.0
0.12,False,0.25,54.724999999999994,0.07220915755982847,522,1,1.2,2.0,10.0
0.12,False,0.5,89.30000000000001,0.07220915755982847,522,1,1.2,2.0,10.0
0.12,False,0.75,143.45,0.07220915755982847,522,1,1.2,2.0,10.0
0.12,True,0.25,55.099999999999994,0.9277908424401715,6707,1,1.2,2.0,10.0
0.12,True,0.5,88.59999999999998,0.9277908424401715,6707,1,1.2,2.0,10.0
0.12,True,0.75,142.6,0.9277908424401715,6707,1,1.2,2.0,10.0
0.15,False,0.25,47.0,0.035758323057953144,261,1,1.2,2.0,10.0
0.15,False,0.5,79.3,0.035758323057953144,261,1,1.2,2.0,10.0
0.15,False,0.75,121.69999999999999,0.035758323057953144,261,1,1.2,2.0,10.0
0.15,True,0.25,49.099999999999994,0.9642416769420469,7038,1,1.2,2.0,10.0
0.15,True,0.5,77.25,0.9642416769420469,7038,1,1.2,2.0,10.0
0.15,True,0.75,123.275,0.9642416769420469,7038,1,1.2,2.0,10.0
0.0,False,0.25,70.49999999999999,0.5112656467315716,1838,4,1.2,2.0,10.0
0.0,False,0.5,128.7,0.5112656467315716,1838,4,1.2,2.0,10.0
0.0,False,0.75,221.75000000000003,0.5112656467315716,1838,4,1.2,2.0,10.0
0.0,True,0.25,71.8,0.48873435326842835,1757,4,1.2,2.0,10.0
0.0,True,0.5,128.89999999999998,0.48873435326842835,1757,4,1.2,2.0,10.0
0.0,True,0.75,220.8,0.48873435326842835,1757,4,1.2,2.0,10.0
0.03,False,0.25,67.5,0.34731122875452775,2493,4,1.2,2.0,10.0
0.03,False,0.5,119.9,0.34731122875452775,2493,4,1.2,2.0,10.0
0.03,False,0.75,215.50000000000003,0.34731122875452775,2493,4,1.2,2.0,10.0
0.03,True,0.25,67.9,0.6526887712454723,4685,4,1.2,2.0,10.0
0.03,True,0.5,120.7,0.6526887712454723,4685,4,1.2,2.0,10.0
0.03,True,0.75,211.10000000000002,0.6526887712454723,4685,4,1.2,2.0,10.0
0.06,False,0.25,62.75,0.20706506562412733,1483,4,1.2,2.0,10.0
0.06,False,0.5,116.20000000000002,0.20706506562412733,1483,4,1.2,2.0,10.0
0.06,False,0.75,202.10000000000002,0.20706506562412733,1483,4,1.2,2.0,10.0
0.06,True,0.25,66.7,0.7929349343758727,5679,4,1.2,2.0,10.0
0.06,True,0.5,115.5,0.7929349343758727,5679,4,1.2,2.0,10.0
0.06,True,0.75,200.90000000000003,0.7929349343758727,5679,4,1.2,2.0,10.0
0.09,False,0.25,55.175,0.12890995260663507,952,4,1.2,2.0,10.0
0.09,False,0.5,95.89999999999999,0.12890995260663507,952,4,1.2,2.0,10.0
0.09,False,0.75,172.12499999999997,0.12890995260663507,952,4,1.2,2.0,10.0
0.09,True,0.25,60.1,0.8710900473933649,6433,4,1.2,2.0,10.0
0.09,True,0.5,103.4,0.8710900473933649,6433,4,1.2,2.0,10.0
0.09,True,0.75,170.4,0.8710900473933649,6433,4,1.2,2.0,10.0
0.12,False,0.25,51.24999999999999,0.0686030428769018,496,4,1.2,2.0,10.0
0.12,False,0.5,89.24999999999999,0.0686030428769018,496,4,1.2,2.0,10.0
0.12,False,0.75,140.55,0.0686030428769018,496,4,1.2,2.0,10.0
0.12,True,0.25,52.8,0.9313969571230982,6734,4,1.2,2.0,10.0
0.12,True,0.5,88.59999999999998,0.9313969571230982,6734,4,1.2,2.0,10.0
0.12,True,0.75,145.79999999999998,0.9313969571230982,6734,4,1.2,2.0,10.0
0.15,False,0.25,49.575,0.041643835616438356,304,4,1.2,2.0,10.0
0.15,False,0.5,76.85,0.041643835616438356,304,4,1.2,2.0,10.0
0.15,False,0.75,123.725,0.041643835616438356,304,4,1.2,2.0,10.0
0.15,True,0.25,49.0,0.9583561643835616,6996,4,1.2,2.0,10.0
0.15,True,0.5,78.05,0.9583561643835616,6996,4,1.2,2.0,10.0
0.15,True,0.75,126.6,0.9583561643835616,6996,4,1.2,2.0,10.0
0.0,False,0.25,73.0,0.48984135819649316,1760,8,1.2,2.0,10.0
0.0,False,0.5,126.25,0.48984135819649316,1760,8,1.2,2.0,10.0
0.0,False,0.75,225.80000000000007,0.48984135819649316,1760,8,1.2,2.0,10.0
0.0,True,0.25,71.69999999999999,0.5101586418035068,1833,8,1.2,2.0,10.0
0.0,True,0.5,126.8,0.5101586418035068,1833,8,1.2,2.0,10.0
0.0,True,0.75,229.40000000000003,0.5101586418035068,1833,8,1.2,2.0,10.0
0.03,False,0.25,69.625,0.33668061366806135,2414,8,1.2,2.0,10.0
0.03,False,0.5,123.35,0.33668061366806135,2414,8,1.2,2.0,10.0
0.03,False,0.75,209.35000000000002,0.33668061366806135,2414,8,1.2,2.0,10.0
0.03,True,0.25,69.275,0.6633193863319387,4756,8,1.2,2.0,10.0
0.03,True,0.5,123.10000000000001,0.6633193863319387,4756,8,1.2,2.0,10.0
0.03,True,0.75,216.70000000000005,0.6633193863319387,4756,8,1.2,2.0,10.0
0.06,False,0.25,66.99999999999999,0.2119307069013691,1517,8,1.2,2.0,10.0
0.06,False,0.5,113.99999999999999,0.2119307069013691,1517,8,1.2,2.0,10.0
0.06,False,0.75,194.0,0.2119307069013691,1517,8,1.2,2.0,10.0
0.06,True,0.25,65.6,0.7880692930986309,5641,8,1.2,2.0,10.0
0.06,True,0.5,115.10000000000001,0.7880692930986309,5641,8,1.2,2.0,10.0
0.06,True,0.75,200.50000000000003,0.7880692930986309,5641,8,1.2,2.0,10.0
0.09,False,0.25,57.150000000000006,0.11481180611968589,848,8,1.2,2.0,10.0
0.09,False,0.5,91.4,0.11481180611968589,848,8,1.2,2.0,10.0
0.09,False,0.75,160.375,0.11481180611968589,848,8,1.2,2.0,10.0
0.09,True,0.25,59.02500000000001,0.8851881938803141,6538,8,1.2,2.0,10.0
0.09,True,0.5,101.54999999999998,0.8851881938803141,6538,8,1.2,2.0,10.0
0.09,True,0.75,169.29999999999998,0.8851881938803141,6538,8,1.2,2.0,10.0
0.12,False,0.25,47.699999999999996,0.06707232747891025,485,8,1.2,2.0,10.0
0.12,False,0.5,81.1,0.06707232747891025,485,8,1.2,2.0,10.0
0.12,False,0.75,134.7,0.06707232747891025,485,8,1.2,2.0,10.0
0.12,True,0.25,53.00000000000001,0.9329276725210898,6746,8,1.2,2.0,10.0
0.12,True,0.5,88.19999999999999,0.9329276725210898,6746,8,1.2,2.0,10.0
0.12,True,0.75,142.67499999999998,0.9329276725210898,6746,8,1.2,2.0,10.0
0.15,False,0.25,45.1,0.04315068493150685,315,8,1.2,2.0,10.0
0.15,False,0.5,72.3,0.04315068493150685,315,8,1.2,2.0,10.0
0.15,False,0.75,122.04999999999998,0.04315068493150685,315,8,1.2,2.0,10.0
0.15,True,0.25,48.6,0.9568493150684931,6985,8,1.2,2.0,10.0
0.15,True,0.5,76.80000000000001,0.9568493150684931,6985,8,1.2,2.0,10.0
0.15,True,0.75,120.99999999999997,0.9568493150684931,6985,8,1.2,2.0,10.0
0.0,False,0.25,72.2,0.5037593984962406,1809,26,1.2,2.0,10.0
0.0,False,0.5,129.20000000000002,0.5037593984962406,1809,26,1.2,2.0,10.0
0.0,False,0.75,224.4,0.5037593984962406,1809,26,1.2,2.0,10.0
0.0,True,0.25,70.75000000000001,0.49624060150375937,1782,26,1.2,2.0,10.0
0.0,True,0.5,128.0,0.49624060150375937,1782,26,1.2,2.0,10.0
0.0,True,0.75,224.35000000000002,0.49624060150375937,1782,26,1.2,2.0,10.0
0.03,False,0.25,70.42499999999998,0.3380321004884857,2422,26,1.2,2.0,10.0
0.03,False,0.5,125.05,0.3380321004884857,2422,26,1.2,2.0,10.0
0.03,False,0.75,218.22500000000002,0.3380321004884857,2422,26,1.2,2.0,10.0
0.03,True,0.25,70.54999999999998,0.6619678995115144,4743,26,1.2,2.0,10.0
0.03,True,0.5,126.30000000000003,0.6619678995115144,4743,26,1.2,2.0,10.0
0.03,True,0.75,216.50000000000006,0.6619678995115144,4743,26,1.2,2.0,10.0
0.06,False,0.25,62.85,0.21179100307348422,1516,26,1.2,2.0,10.0
0.06,False,0.5,110.19999999999999,0.21179100307348422,1516,26,1.2,2.0,10.0
0.06,False,0.75,192.4,0.21179100307348422,1516,26,1.2,2.0,10.0
0.06,True,0.25,66.8,0.7882089969265158,5642,26,1.2,2.0,10.0
0.06,True,0.5,116.04999999999998,0.7882089969265158,5642,26,1.2,2.0,10.0
0.06,True,0.75,195.57500000000002,0.7882089969265158,5642,26,1.2,2.0,10.0
0.09,False,0.25,55.3,0.12420425301368007,917,26,1.2,2.0,10.0
0.09,False,0.5,93.89999999999998,0.12420425301368007,917,26,1.2,2.0,10.0
0.09,False,0.75,162.60000000000002,0.12420425301368007,917,26,1.2,2.0,10.0
0.09,True,0.25,60.60000000000001,0.8757957469863199,6466,26,1.2,2.0,10.0
0.09,True,0.5,101.45,0.8757957469863199,6466,26,1.2,2.0,10.0
0.09,True,0.75,172.575,0.8757957469863199,6466,26,1.2,2.0,10.0
0.12,False,0.25,54.87499999999999,0.06084912183653713,440,26,1.2,2.0,10.0
0.12,False,0.5,86.35,0.06084912183653713,440,26,1.2,2.0,10.0
0.12,False,0.75,140.89999999999998,0.06084912183653713,440,26,1.2,2.0,10.0
0.12,True,0.25,54.69999999999999,0.9391508781634629,6791,26,1.2,2.0,10.0
0.12,True,0.5,88.59999999999998,0.9391508781634629,6791,26,1.2,2.0,10.0
0.12,True,0.75,143.75,0.9391508781634629,6791,26,1.2,2.0,10.0
0.15,False,0.25,44.349999999999994,0.03383561643835616,247,26,1.2,2.0,10.0
0.15,False,0.5,68.6,0.03383561643835616,247,26,1.2,2.0,10.0
0.15,False,0.75,112.39999999999999,0.03383561643835616,247,26,1.2,2.0,10.0
0.15,True,0.25,49.800000000000004,0.9661643835616438,7053,26,1.2,2.0,10.0
0.15,True,0.5,77.89999999999999,0.9661643835616438,7053,26,1.2,2.0,10.0
0.15,True,0.75,123.79999999999998,0.9661643835616438,7053,26,1.2,2.0,10.0
0.0,False,0.25,73.9,0.49471635150166854,1779,33,1.2,2.0,10.0
0.0,False,0.5,134.9,0.49471635150166854,1779,33,1.2,2.0,10.0
0.0,False,0.75,234.55,0.49471635150166854,1779,33,1.2,2.0,10.0
0.0,True,0.25,73.10000000000001,0.5052836484983315,1817,33,1.2,2.0,10.0
0.0,True,0.5,133.39999999999998,0.5052836484983315,1817,33,1.2,2.0,10.0
0.0,True,0.75,231.60000000000002,0.5052836484983315,1817,33,1.2,2.0,10.0
0.03,False,0.25,70.175,0.3351924149470162,2404,33,1.2,2.0,10.0
0.03,False,0.5,124.1,0.3351924149470162,2404,33,1.2,2.0,10.0
0.03,False,0.75,221.37500000000003,0.3351924149470162,2404,33,1.2,2.0,10.0
0.03,True,0.25,67.875,0.6648075850529839,4768,33,1.2,2.0,10.0
0.03,True,0.5,123.15,0.6648075850529839,4768,33,1.2,2.0,10.0
0.03,True,0.75,220.67500000000004,0.6648075850529839,4768,33,1.2,2.0,10.0
0.06,False,0.25,60.3,0.20837988826815643,1492,33,1.2,2.0,10.0
0.06,False,0.5,101.59999999999998,0.20837988826815643,1492,33,1.2,2.0,10.0
0.06,False,0.75,183.675,0.20837988826815643,1492,33,1.2,2.0,10.0
0.06,True,0.25,66.9,0.7916201117318435,5668,33,1.2,2.0,10.0
0.06,True,0.5,113.40000000000002,0.7916201117318435,5668,33,1.2,2.0,10.0
0.06,True,0.75,197.0,0.7916201117318435,5668,33,1.2,2.0,10.0
0.09,False,0.25,54.75,0.11636412896234083,859,33,1.2,2.0,10.0
0.09,False,0.5,98.69999999999999,0.11636412896234083,859,33,1.2,2.0,10.0
0.09,False,0.75,161.4,0.11636412896234083,859,33,1.2,2.0,10.0
0.09,True,0.25,59.150000000000006,0.8836358710376592,6523,33,1.2,2.0,10.0
0.09,True,0.5,101.1,0.8836358710376592,6523,33,1.2,2.0,10.0
0.09,True,0.75,170.85000000000002,0.8836358710376592,6523,33,1.2,2.0,10.0
0.12,False,0.25,52.29999999999999,0.06044260027662517,437,33,1.2,2.0,10.0
0.12,False,0.5,80.80000000000001,0.06044260027662517,437,33,1.2,2.0,10.0
0.12,False,0.75,127.90000000000002,0.06044260027662517,437,33,1.2,2.0,10.0
0.12,True,0.25,53.49999999999999,0.9395573997233748,6793,33,1.2,2.0,10.0
0.12,True,0.5,88.1,0.9395573997233748,6793,33,1.2,2.0,10.0
0.12,True,0.75,143.89999999999998,0.9395573997233748,6793,33,1.2,2.0,10.0
0.15,False,0.25,46.2,0.03465753424657534,253,33,1.2,2.0,10.0
0.15,False,0.5,71.2,0.03465753424657534,253,33,1.2,2.0,10.0
0.15,False,0.75,115.29999999999998,0.03465753424657534,253,33,1.2,2.0,10.0
0.15,True,0.25,49.20000000000001,0.9653424657534246,7047,33,1.2,2.0,10.0
0.15,True,0.5,77.39999999999998,0.9653424657534246,7047,33,1.2,2.0,10.0
0.15,True,0.75,122.8,0.9653424657534246,7047,33,1.2,2.0,10.0
0.0,False,0.25,69.85,0.49026696329254726,1763,41,1.2,2.0,10.0
0.0,False,0.5,123.60000000000001,0.49026696329254726,1763,41,1.2,2.0,10.0
0.0,False,0.75,220.45000000000005,0.49026696329254726,1763,41,1.2,2.0,10.0
0.0,True,0.25,72.2,0.5097330367074527,1833,41,1.2,2.0,10.0
0.0,True,0.5,130.1,0.5097330367074527,1833,41,1.2,2.0,10.0
0.0,True,0.75,224.30000000000004,0.5097330367074527,1833,41,1.2,2.0,10.0
0.03,False,0.25,68.39999999999999,0.3463149078726968,2481,41,1.2,2.0,10.0
0.03,False,0.5,124.39999999999999,0.3463149078726968,2481,41,1.2,2.0,10.0
0.03,False,0.75,219.50000000000003,0.3463149078726968,2481,41,1.2,2.0,10.0
0.03,True,0.25,69.3,0.6536850921273032,4683,41,1.2,2.0,10.0
0.03,True,0.5,124.7,0.6536850921273032,4683,41,1.2,2.0,10.0
0.03,True,0.75,217.15000000000003,0.6536850921273032,4683,41,1.2,2.0,10.0
0.06,False,0.25,65.19999999999999,0.20508521933500978,1468,41,1.2,2.0,10.0
0.06,False,0.5,110.74999999999999,0.20508521933500978,1468,41,1.2,2.0,10.0
0.06,False,0.75,192.85000000000002,0.20508521933500978,1468,41,1.2,2.0,10.0
0.06,True,0.25,65.10000000000001,0.7949147806649902,5690,41,1.2,2.0,10.0
0.06,True,0.5,113.45000000000002,0.7949147806649902,5690,41,1.2,2.0,10.0
0.06,True,0.75,196.4,0.7949147806649902,5690,41,1.2,2.0,10.0
0.09,False,0.25,59.60000000000001,0.11717691682470875,865,41,1.2,2.0,10.0
0.09,False,0.5,101.5,0.11717691682470875,865,41,1.2,2.0,10.0
0.09,False,0.75,175.39999999999998,0.11717691682470875,865,41,1.2,2.0,10.0
0.09,True,0.25,60.60000000000001,0.8828230831752912,6517,41,1.2,2.0,10.0
0.09,True,0.5,101.89999999999999,0.8828230831752912,6517,41,1.2,2.0,10.0
0.09,True,0.75,176.3,0.8828230831752912,6517,41,1.2,2.0,10.0
0.12,False,0.25,54.75,0.06238760547793609,451,41,1.2,2.0,10.0
0.12,False,0.5,87.0,0.06238760547793609,451,41,1.2,2.0,10.0
0.12,False,0.75,142.75,0.06238760547793609,451,41,1.2,2.0,10.0
0.12,True,0.25,53.625,0.9376123945220639,6778,41,1.2,2.0,10.0
0.12,True,0.5,87.7,0.9376123945220639,6778,41,1.2,2.0,10.0
0.12,True,0.75,146.2,0.9376123945220639,6778,41,1.2,2.0,10.0
0.15,False,0.25,46.725,0.03917808219178082,286,41,1.2,2.0,10.0
0.15,False,0.5,72.6,0.03917808219178082,286,41,1.2,2.0,10.0
0.15,False,0.75,115.77499999999999,0.03917808219178082,286,41,1.2,2.0,10.0
0.15,True,0.25,50.099999999999994,0.9608219178082191,7014,41,1.2,2.0,10.0
0.15,True,0.5,78.0,0.9608219178082191,7014,41,1.2,2.0,10.0
0.15,True,0.75,125.39999999999998,0.9608219178082191,7014,41,1.2,2.0,10.0
0.0,False,0.25,68.9,0.4872222222222222,1754,52,1.2,2.0,10.0
0.0,False,0.5,123.95,0.4872222222222222,1754,52,1.2,2.0,10.0
0.0,False,0.75,224.25000000000003,0.4872222222222222,1754,52,1.2,2.0,10.0
0.0,True,0.25,70.12499999999999,0.5127777777777778,1846,52,1.2,2.0,10.0
0.0,True,0.5,121.25,0.5127777777777778,1846,52,1.2,2.0,10.0
0.0,True,0.75,211.65000000000003,0.5127777777777778,1846,52,1.2,2.0,10.0
0.03,False,0.25,69.6,0.34259776536312847,2453,52,1.2,2.0,10.0
0.03,False,0.5,121.9,0.34259776536312847,2453,52,1.2,2.0,10.0
0.03,False,0.75,211.60000000000002,0.34259776536312847,2453,52,1.2,2.0,10.0
0.03,True,0.25,69.15,0.6574022346368715,4707,52,1.2,2.0,10.0
0.03,True,0.5,122.0,0.6574022346368715,4707,52,1.2,2.0,10.0
0.03,True,0.75,212.65000000000003,0.6574022346368715,4707,52,1.2,2.0,10.0
0.06,False,0.25,63.70000000000001,0.20949720670391062,1500,52,1.2,2.0,10.0
0.06,False,0.5,112.9,0.20949720670391062,1500,52,1.2,2.0,10.0
0.06,False,0.75,195.225,0.20949720670391062,1500,52,1.2,2.0,10.0
0.06,True,0.25,63.9,0.7905027932960894,5660,52,1.2,2.0,10.0
0.06,True,0.5,114.94999999999999,0.7905027932960894,5660,52,1.2,2.0,10.0
0.06,True,0.75,194.14999999999998,0.7905027932960894,5660,52,1.2,2.0,10.0
0.09,False,0.25,59.1,0.11768689057421451,869,52,1.2,2.0,10.0
0.09,False,0.5,99.30000000000001,0.11768689057421451,869,52,1.2,2.0,10.0
0.09,False,0.75,169.40000000000003,0.11768689057421451,869,52,1.2,2.0,10.0
0.09,True,0.25,59.25,0.8823131094257854,6515,52,1.2,2.0,10.0
0.09,True,0.5,99.6,0.8823131094257854,6515,52,1.2,2.0,10.0
0.09,True,0.75,167.2,0.8823131094257854,6515,52,1.2,2.0,10.0
0.12,False,0.25,53.49999999999999,0.06626089362290773,479,52,1.2,2.0,10.0
0.12,False,0.5,85.79999999999998,0.06626089362290773,479,52,1.2,2.0,10.0
0.12,False,0.75,141.64999999999998,0.06626089362290773,479,52,1.2,2.0,10.0
0.12,True,0.25,54.49999999999999,0.9337391063770922,6750,52,1.2,2.0,10.0
0.12,True,0.5,89.59999999999998,0.9337391063770922,6750,52,1.2,2.0,10.0
0.12,True,0.75,145.77499999999998,0.9337391063770922,6750,52,1.2,2.0,10.0
0.15,False,0.25,48.04999999999999,0.036991368680641186,270,52,1.2,2.0,10.0
0.15,False,0.5,78.9,0.036991368680641186,270,52,1.2,2.0,10.0
0.15,False,0.75,125.00000000000001,0.036991368680641186,270,52,1.2,2.0,10.0
0.15,True,0.25,49.3,0.9630086313193588,7029,52,1.2,2.0,10.0
0.15,True,0.5,77.1,0.9630086313193588,7029,52,1.2,2.0,10.0
0.15,True,0.75,122.49999999999999,0.9630086313193588,7029,52,1.2,2.0,10.0
0.0,False,0.25,72.6,0.49400947339091666,1773,56,1.2,2.0,10.0
0.0,False,0.5,130.0,0.49400947339091666,1773,56,1.2,2.0,10.0
0.0,False,0.75,228.4,0.49400947339091666,1773,56,1.2,2.0,10.0
0.0,True,0.25,71.9,0.5059905266090833,1816,56,1.2,2.0,10.0
0.0,True,0.5,128.4,0.5059905266090833,1816,56,1.2,2.0,10.0
0.0,True,0.75,226.52500000000003,0.5059905266090833,1816,56,1.2,2.0,10.0
0.03,False,0.25,69.70000000000002,0.32923764311644793,2358,56,1.2,2.0,10.0
0.03,False,0.5,125.9,0.32923764311644793,2358,56,1.2,2.0,10.0
0.03,False,0.75,218.92500000000004,0.32923764311644793,2358,56,1.2,2.0,10.0
0.03,True,0.25,71.075,0.6707623568835521,4804,56,1.2,2.0,10.0
0.03,True,0.5,123.35,0.6707623568835521,4804,56,1.2,2.0,10.0
0.03,True,0.75,209.80000000000004,0.6707623568835521,4804,56,1.2,2.0,10.0
0.06,False,0.25,63.275,0.21467505241090146,1536,56,1.2,2.0,10.0
0.06,False,0.5,108.69999999999996,0.21467505241090146,1536,56,1.2,2.0,10.0
0.06,False,0.75,194.625,0.21467505241090146,1536,56,1.2,2.0,10.0
0.06,True,0.25,66.44999999999999,0.7853249475890985,5619,56,1.2,2.0,10.0
0.06,True,0.5,114.3,0.7853249475890985,5619,56,1.2,2.0,10.0
0.06,True,0.75,193.15,0.7853249475890985,5619,56,1.2,2.0,10.0
0.09,False,0.25,57.49999999999999,0.12092078537576167,893,56,1.2,2.0,10.0
0.09,False,0.5,94.69999999999997,0.12092078537576167,893,56,1.2,2.0,10.0
0.09,False,0.75,165.4,0.12092078537576167,893,56,1.2,2.0,10.0
0.09,True,0.25,59.60000000000001,0.8790792146242383,6492,56,1.2,2.0,10.0
0.09,True,0.5,101.54999999999998,0.8790792146242383,6492,56,1.2,2.0,10.0
0.09,True,0.75,169.9,0.8790792146242383,6492,56,1.2,2.0,10.0
0.12,False,0.25,53.400000000000006,0.05988934993084371,433,56,1.2,2.0,10.0
0.12,False,0.5,83.49999999999999,0.05988934993084371,433,56,1.2,2.0,10.0
0.12,False,0.75,140.9,0.05988934993084371,433,56,1.2,2.0,10.0
0.12,True,0.25,54.400000000000006,0.9401106500691563,6797,56,1.2,2.0,10.0
0.12,True,0.5,89.7,0.9401106500691563,6797,56,1.2,2.0,10.0
0.12,True,0.75,146.7,0.9401106500691563,6797,56,1.2,2.0,10.0
0.15,False,0.25,49.125,0.036986301369863014,270,56,1.2,2.0,10.0
0.15,False,0.5,76.69999999999999,0.036986301369863014,270,56,1.2,2.0,10.0
0.15,False,0.75,128.45,0.036986301369863014,270,56,1.2,2.0,10.0
0.15,True,0.25,49.699999999999996,0.963013698630137,7030,56,1.2,2.0,10.0
0.15,True,0.5,76.80000000000001,0.963013698630137,7030,56,1.2,2.0,10.0
0.15,True,0.75,123.2,0.963013698630137,7030,56,1.2,2.0,10.0
0.0,False,0.25,71.875,0.48289290681502084,1736,57,1.2,2.0,10.0
0.0,False,0.5,126.35000000000002,0.48289290681502084,1736,57,1.2,2.0,10.0
0.0,False,0.75,216.425,0.48289290681502084,1736,57,1.2,2.0,10.0
0.0,True,0.25,70.5,0.5171070931849792,1859,57,1.2,2.0,10.0
0.0,True,0.5,123.50000000000001,0.5171070931849792,1859,57,1.2,2.0,10.0
0.0,True,0.75,214.8,0.5171070931849792,1859,57,1.2,2.0,10.0
0.03,False,0.25,68.3,0.3349609375,2401,57,1.2,2.0,10.0
0.03,False,0.5,123.50000000000001,0.3349609375,2401,57,1.2,2.0,10.0
0.03,False,0.75,213.60000000000002,0.3349609375,2401,57,1.2,2.0,10.0
0.03,True,0.25,68.2,0.6650390625,4767,57,1.2,2.0,10.0
