tag,gain,k,engine,n_draws,n_sim_per_coh,omit_obs,omit_sim,med_abs_qerr_correct_ms,max_abs_qerr_correct_ms,med_abs_qerr_error_ms,max_abs_qerr_error_ms,max_abs_acc_err,minutes
g0.8_k10_b2.0_pooled,0.8,10.0,numpy,200,19946,0.13402499999999995,0.060554545454545444,20.89999999999999,49.09999999999991,21.130000000000024,114.76000000000005,0.03980991174473858,0.5675358494122823
g1.0_k10_b2.0_pooled,1.0,10.0,numpy,200,19998,0.016974999999999962,0.012018181818181827,3.700000000000003,19.800000000000182,7.300000000000011,29.659999999999997,0.014514349238766822,0.4751185417175293
g1.2_k10_b2.0_pooled,1.2,10.0,numpy,200,19999,0.0021499999999999853,0.0019954545454545472,2.3999999999999986,21.80000000000024,7.300000000000011,19.91999999999993,0.003369231124876526,0.43599581321080527
