acoh,is_correct,quantile,rt,proportion,n,draw,gain,bound,k
0.0,False,0.25,98.0,0.5154980439362022,1713,-1,0.8,1.5,10.0
0.0,False,0.5,194.0,0.5154980439362022,1713,-1,0.8,1.5,10.0
0.0,False,0.75,356.0,0.5154980439362022,1713,-1,0.8,1.5,10.0
0.0,True,0.25,103.0,0.48450195606379776,1610,-1,0.8,1.5,10.0
0.0,True,0.5,191.0,0.48450195606379776,1610,-1,0.8,1.5,10.0
0.0,True,0.75,352.0,0.48450195606379776,1610,-1,0.8,1.5,10.0
0.03,False,0.25,103.0,0.3042375410325276,2039,-1,0.8,1.5,10.0
0.03,False,0.5,200.0,0.3042375410325276,2039,-1,0.8,1.5,10.0
0.03,False,0.75,343.5,0.3042375410325276,2039,-1,0.8,1.5,10.0
0.03,True,0.25,98.0,0.6957624589674724,4663,-1,0.8,1.5,10.0
0.03,True,0.5,190.0,0.6957624589674724,4663,-1,0.8,1.5,10.0
0.03,True,0.75,335.0,0.6957624589674724,4663,-1,0.8,1.5,10.0
0.06,False,0.25,86.0,0.16142649199417758,1109,-1,0.8,1.5,10.0
0.06,False,0.5,167.0,0.16142649199417758,1109,-1,0.8,1.5,10.0
0.06,False,0.75,318.0,0.16142649199417758,1109,-1,0.8,1.5,10.0
0.06,True,0.25,93.0,0.8385735080058224,5761,-1,0.8,1.5,10.0
0.06,True,0.5,178.0,0.8385735080058224,5761,-1,0.8,1.5,10.0
0.06,True,0.75,318.0,0.8385735080058224,5761,-1,0.8,1.5,10.0
0.09,False,0.25,76.0,0.07850955589165406,571,-1,0.8,1.5,10.0
0.09,False,0.5,143.0,0.07850955589165406,571,-1,0.8,1.5,10.0
0.09,False,0.75,240.0,0.07850955589165406,571,-1,0.8,1.5,10.0
0.09,True,0.25,82.0,0.9214904441083459,6702,-1,0.8,1.5,10.0
0.09,True,0.5,150.0,0.9214904441083459,6702,-1,0.8,1.5,10.0
0.09,True,0.75,263.0,0.9214904441083459,6702,-1,0.8,1.5,10.0
0.12,False,0.25,58.0,0.03748084157726069,269,-1,0.8,1.5,10.0
0.12,False,0.5,96.0,0.03748084157726069,269,-1,0.8,1.5,10.0
0.12,False,0.75,200.0,0.03748084157726069,269,-1,0.8,1.5,10.0
0.12,True,0.25,71.0,0.9625191584227393,6908,-1,0.8,1.5,10.0
0.12,True,0.5,126.0,0.9625191584227393,6908,-1,0.8,1.5,10.0
0.12,True,0.75,217.0,0.9625191584227393,6908,-1,0.8,1.5,10.0
0.15,False,0.25,43.5,0.014530500342700479,106,-1,0.8,1.5,10.0
0.15,False,0.5,81.5,0.014530500342700479,106,-1,0.8,1.5,10.0
0.15,False,0.75,134.0,0.014530500342700479,106,-1,0.8,1.5,10.0
0.15,True,0.25,61.0,0.9854694996572996,7189,-1,0.8,1.5,10.0
0.15,True,0.5,102.0,0.9854694996572996,7189,-1,0.8,1.5,10.0
0.15,True,0.75,172.0,0.9854694996572996,7189,-1,0.8,1.5,10.0
0.0,False,0.25,97.82499999999999,0.5017399557102182,1586,1,0.8,1.5,10.0
0.0,False,0.5,184.45,0.5017399557102182,1586,1,0.8,1.5,10.0
0.0,False,0.75,324.80000000000007,0.5017399557102182,1586,1,0.8,1.5,10.0
0.0,True,0.25,94.85,0.4982600442897817,1575,1,0.8,1.5,10.0
0.0,True,0.5,185.79999999999998,0.4982600442897817,1575,1,0.8,1.5,10.0
0.0,True,0.75,337.05000000000007,0.4982600442897817,1575,1,0.8,1.5,10.0
0.03,False,0.25,94.9,0.3134606427573358,2019,1,0.8,1.5,10.0
0.03,False,0.5,182.0,0.3134606427573358,2019,1,0.8,1.5,10.0
0.03,False,0.75,318.25,0.3134606427573358,2019,1,0.8,1.5,10.0
0.03,True,0.25,96.42500000000001,0.6865393572426641,4422,1,0.8,1.5,10.0
0.03,True,0.5,181.7,0.6865393572426641,4422,1,0.8,1.5,10.0
0.03,True,0.75,320.3,0.6865393572426641,4422,1,0.8,1.5,10.0
0.06,False,0.25,82.875,0.18157343703260545,1214,1,0.8,1.5,10.0
0.06,False,0.5,153.65,0.18157343703260545,1214,1,0.8,1.5,10.0
0.06,False,0.75,274.20000000000005,0.18157343703260545,1214,1,0.8,1.5,10.0
0.06,True,0.25,88.17499999999998,0.8184265629673946,5472,1,0.8,1.5,10.0
0.06,True,0.5,165.55,0.8184265629673946,5472,1,0.8,1.5,10.0
0.06,True,0.75,286.27500000000003,0.8184265629673946,5472,1,0.8,1.5,10.0
0.09,False,0.25,69.39999999999999,0.08499722684414864,613,1,0.8,1.5,10.0
0.09,False,0.5,130.5,0.08499722684414864,613,1,0.8,1.5,10.0
0.09,False,0.75,223.10000000000002,0.08499722684414864,613,1,0.8,1.5,10.0
0.09,True,0.25,79.9,0.9150027731558513,6599,1,0.8,1.5,10.0
0.09,True,0.5,142.29999999999998,0.9150027731558513,6599,1,0.8,1.5,10.0
0.09,True,0.75,244.30000000000004,0.9150027731558513,6599,1,0.8,1.5,10.0
0.12,False,0.25,65.45,0.047805423539278726,342,1,0.8,1.5,10.0
0.12,False,0.5,107.1,0.047805423539278726,342,1,0.8,1.5,10.0
0.12,False,0.75,194.92499999999998,0.047805423539278726,342,1,0.8,1.5,10.0
0.12,True,0.25,69.2,0.9521945764607213,6812,1,0.8,1.5,10.0
0.12,True,0.5,116.79999999999998,0.9521945764607213,6812,1,0.8,1.5,10.0
0.12,True,0.75,204.425,0.9521945764607213,6812,1,0.8,1.5,10.0
0.15,False,0.25,55.825,0.024955436720142603,182,1,0.8,1.5,10.0
0.15,False,0.5,92.74999999999999,0.024955436720142603,182,1,0.8,1.5,10.0
0.15,False,0.75,147.475,0.024955436720142603,182,1,0.8,1.5,10.0
0.15,True,0.25,61.9,0.9750445632798574,7111,1,0.8,1.5,10.0
0.15,True,0.5,101.19999999999999,0.9750445632798574,7111,1,0.8,1.5,10.0
0.15,True,0.75,165.9,0.9750445632798574,7111,1,0.8,1.5,10.0
0.0,False,0.25,101.99999999999999,0.4939911448450348,1562,4,0.8,1.5,10.0
0.0,False,0.5,191.05,0.4939911448450348,1562,4,0.8,1.5,10.0
0.0,False,0.75,341.475,0.4939911448450348,1562,4,0.8,1.5,10.0
0.0,True,0.25,96.075,0.5060088551549652,1600,4,0.8,1.5,10.0
0.0,True,0.5,187.5,0.5060088551549652,1600,4,0.8,1.5,10.0
0.0,True,0.75,328.225,0.5060088551549652,1600,4,0.8,1.5,10.0
0.03,False,0.25,93.15,0.32980379943942695,2118,4,0.8,1.5,10.0
0.03,False,0.5,173.75,0.32980379943942695,2118,4,0.8,1.5,10.0
0.03,False,0.75,309.85,0.32980379943942695,2118,4,0.8,1.5,10.0
0.03,True,0.25,93.49999999999999,0.670196200560573,4304,4,0.8,1.5,10.0
0.03,True,0.5,179.05,0.670196200560573,4304,4,0.8,1.5,10.0
0.03,True,0.75,316.85,0.670196200560573,4304,4,0.8,1.5,10.0
0.06,False,0.25,84.99999999999999,0.181031911720847,1214,4,0.8,1.5,10.0
0.06,False,0.5,155.95,0.181031911720847,1214,4,0.8,1.5,10.0
0.06,False,0.75,273.65000000000003,0.181031911720847,1214,4,0.8,1.5,10.0
0.06,True,0.25,87.9,0.818968088279153,5492,4,0.8,1.5,10.0
0.06,True,0.5,164.8,0.818968088279153,5492,4,0.8,1.5,10.0
0.06,True,0.75,285.05000000000007,0.818968088279153,5492,4,0.8,1.5,10.0
0.09,False,0.25,69.625,0.0964290676670835,694,4,0.8,1.5,10.0
0.09,False,0.5,123.69999999999999,0.0964290676670835,694,4,0.8,1.5,10.0
0.09,False,0.75,239.27500000000003,0.0964290676670835,694,4,0.8,1.5,10.0
0.09,True,0.25,81.3,0.9035709323329165,6503,4,0.8,1.5,10.0
0.09,True,0.5,143.09999999999997,0.9035709323329165,6503,4,0.8,1.5,10.0
0.09,True,0.75,240.30000000000004,0.9035709323329165,6503,4,0.8,1.5,10.0
0.12,False,0.25,64.5,0.046177455357142856,331,4,0.8,1.5,10.0
0.12,False,0.5,115.00000000000001,0.046177455357142856,331,4,0.8,1.5,10.0
0.12,False,0.75,197.0,0.046177455357142856,331,4,0.8,1.5,10.0
0.12,True,0.25,72.0,0.9538225446428571,6837,4,0.8,1.5,10.0
0.12,True,0.5,121.79999999999998,0.9538225446428571,6837,4,0.8,1.5,10.0
0.12,True,0.75,206.20000000000002,0.9538225446428571,6837,4,0.8,1.5,10.0
0.15,False,0.25,59.699999999999996,0.02373113854595336,173,4,0.8,1.5,10.0
0.15,False,0.5,96.8,0.02373113854595336,173,4,0.8,1.5,10.0
0.15,False,0.75,165.4,0.02373113854595336,173,4,0.8,1.5,10.0
0.15,True,0.25,63.59999999999999,0.9762688614540467,7117,4,0.8,1.5,10.0
0.15,True,0.5,105.1,0.9762688614540467,7117,4,0.8,1.5,10.0
0.15,True,0.75,170.49999999999997,0.9762688614540467,7117,4,0.8,1.5,10.0
0.0,False,0.25,94.74999999999999,0.49238095238095236,1551,8,0.8,1.5,10.0
0.0,False,0.5,192.6,0.49238095238095236,1551,8,0.8,1.5,10.0
0.0,False,0.75,341.15000000000003,0.49238095238095236,1551,8,0.8,1.5,10.0
0.0,True,0.25,94.39999999999999,0.5076190476190476,1599,8,0.8,1.5,10.0
0.0,True,0.5,185.79999999999998,0.5076190476190476,1599,8,0.8,1.5,10.0
0.0,True,0.75,324.15000000000003,0.5076190476190476,1599,8,0.8,1.5,10.0
0.03,False,0.25,95.35000000000001,0.31361867704280155,2015,8,0.8,1.5,10.0
0.03,False,0.5,185.60000000000002,0.31361867704280155,2015,8,0.8,1.5,10.0
0.03,False,0.75,322.85,0.31361867704280155,2015,8,0.8,1.5,10.0
0.03,True,0.25,96.29999999999998,0.6863813229571984,4410,8,0.8,1.5,10.0
0.03,True,0.5,181.50000000000003,0.6863813229571984,4410,8,0.8,1.5,10.0
0.03,True,0.75,324.45000000000005,0.6863813229571984,4410,8,0.8,1.5,10.0
0.06,False,0.25,87.25000000000001,0.18203485773871592,1222,8,0.8,1.5,10.0
0.06,False,0.5,160.14999999999998,0.18203485773871592,1222,8,0.8,1.5,10.0
0.06,False,0.75,279.0,0.18203485773871592,1222,8,0.8,1.5,10.0
0.06,True,0.25,89.09999999999998,0.817965142261284,5491,8,0.8,1.5,10.0
