param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.002,0.017,-0.031,0.035,0.0,0.0,3027.0,2714.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
v_coherence_signed,7.373,0.2,6.986,7.742,0.004,0.003,3216.0,2772.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
a,1.278,0.011,1.258,1.297,0.0,0.0,2942.0,2548.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
z,0.447,0.009,0.43,0.463,0.0,0.0,2933.0,2516.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
g,0.982,0.017,0.951,1.0,0.0,0.0,2631.0,2131.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
v(0.15),1.108,0.033,1.045,1.17,0.001,0.0,3213.0,2754.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
v(0),0.002,0.017,-0.031,0.035,0.0,0.0,3027.0,2714.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
v(-0.15),-1.104,0.036,-1.169,-1.035,0.001,0.001,3152.0,2349.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
g_native,15.716,0.273,15.219,16.0,0.005,0.007,2631.0,2131.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
a_native,0.319,0.003,0.315,0.324,0.0,0.0,2942.0,2548.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
v_native(0.15),4.432,0.134,4.178,4.679,0.002,0.002,3213.0,2754.0,1.0,1.0,16.0,1.5,57,1987,0.444,g1.0_k16_b1.5_s57
