param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.101,0.021,-0.142,-0.061,0.0,0.0,2854.0,2666.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
v_coherence_signed,7.142,0.233,6.699,7.578,0.004,0.004,2807.0,2257.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
a,1.043,0.009,1.026,1.061,0.0,0.0,2588.0,2415.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
z,0.524,0.009,0.508,0.541,0.0,0.0,2986.0,2883.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
g,0.965,0.031,0.907,1.0,0.001,0.001,2297.0,1629.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
v(0.15),0.97,0.039,0.898,1.046,0.001,0.001,2832.0,2697.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
v(0),-0.101,0.021,-0.142,-0.061,0.0,0.0,2854.0,2666.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
v(-0.15),-1.172,0.043,-1.256,-1.096,0.001,0.001,2809.0,2336.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
g_native,15.437,0.503,14.518,16.0,0.009,0.01,2297.0,1629.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
a_native,0.261,0.002,0.257,0.265,0.0,0.0,2588.0,2415.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
v_native(0.15),3.881,0.158,3.592,4.183,0.003,0.003,2832.0,2697.0,1.0,1.2,16.0,1.5,53,2000,0.412,g1.2_k16_b1.5_s53
