param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.171,0.02,0.134,0.207,0.0,0.0,2280.0,2479.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
v_coherence_signed,8.347,0.225,7.91,8.761,0.004,0.004,2794.0,2638.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
a,1.216,0.011,1.195,1.238,0.0,0.0,2458.0,2387.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
z,0.566,0.009,0.548,0.583,0.0,0.0,2179.0,2554.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
g,0.974,0.024,0.93,1.0,0.0,0.001,2082.0,1621.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
v(0.15),1.423,0.042,1.347,1.501,0.001,0.001,2430.0,2593.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
v(0),0.171,0.02,0.134,0.207,0.0,0.0,2280.0,2479.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
v(-0.15),-1.081,0.036,-1.147,-1.012,0.001,0.001,2988.0,2748.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
g_native,9.745,0.239,9.3,10.0,0.005,0.005,2082.0,1621.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
a_native,0.385,0.004,0.378,0.392,0.0,0.0,2458.0,2387.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
v_native(0.15),4.501,0.132,4.258,4.747,0.003,0.002,2430.0,2593.0,1.0,0.8,10.0,1.5,42,1926,0.4,g0.8_k10_b1.5_s42
