param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.139,0.019,-0.175,-0.103,0.0,0.0,2916.0,2479.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
v_coherence_signed,8.116,0.232,7.692,8.557,0.004,0.004,2793.0,2136.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
a,1.149,0.01,1.13,1.166,0.0,0.0,2844.0,2766.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
z,0.45,0.008,0.435,0.466,0.0,0.0,2825.0,2845.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
g,0.983,0.016,0.954,1.0,0.0,0.0,2428.0,1885.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
v(0.15),1.078,0.038,1.002,1.143,0.001,0.001,3050.0,2661.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
v(0),-0.139,0.019,-0.175,-0.103,0.0,0.0,2916.0,2479.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
v(-0.15),-1.356,0.041,-1.433,-1.278,0.001,0.001,2560.0,1925.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
g_native,9.833,0.162,9.539,10.0,0.003,0.004,2428.0,1885.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
a_native,0.363,0.003,0.357,0.369,0.0,0.0,2844.0,2766.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
v_native(0.15),3.41,0.121,3.168,3.616,0.002,0.002,3050.0,2661.0,1.0,0.8,10.0,1.5,54,1941,0.38,g0.8_k10_b1.5_s54
