param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,true,true_native,gain,k,g_source,tag
v_Intercept,-0.023,0.008,-0.038,-0.009,0.0,0.0,3083.0,2878.0,1.0,-0.027218864463503977,-0.08607360702808961,1.0,10.0,fitted,recover_g1.0_k10_fitted
v_coherence_signed,8.787,0.081,8.633,8.937,0.001,0.001,3335.0,2708.0,1.0,8.862225843975,28.02481880576901,1.0,10.0,fitted,recover_g1.0_k10_fitted
a,1.044,0.006,1.033,1.055,0.0,0.0,2029.0,2268.0,1.0,1.02157838722875,0.3230514512044318,1.0,10.0,fitted,recover_g1.0_k10_fitted
z,0.494,0.003,0.489,0.499,0.0,0.0,2858.0,2609.0,1.0,0.49343680392125,0.49343680392125,1.0,10.0,fitted,recover_g1.0_k10_fitted
g,0.786,0.036,0.716,0.851,0.001,0.001,2017.0,2028.0,1.0,0.9401860841625,9.401860841625,1.0,10.0,fitted,recover_g1.0_k10_fitted
