param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.012,0.025,-0.061,0.035,0.0,0.0,2824.0,2577.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
v_coherence_signed,8.815,0.269,8.313,9.318,0.005,0.005,2875.0,2050.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
a,0.952,0.008,0.938,0.967,0.0,0.0,2911.0,2613.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
z,0.522,0.008,0.507,0.538,0.0,0.0,2814.0,2750.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
g,0.97,0.029,0.916,1.0,0.0,0.001,2440.0,1607.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
v(0.15),1.31,0.049,1.216,1.4,0.001,0.001,2820.0,2294.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
v(0),-0.012,0.025,-0.061,0.035,0.0,0.0,2824.0,2577.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
v(-0.15),-1.335,0.046,-1.421,-1.25,0.001,0.001,2896.0,2263.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
g_native,9.695,0.286,9.156,10.0,0.005,0.006,2440.0,1607.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
a_native,0.301,0.003,0.296,0.306,0.0,0.0,2911.0,2613.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
v_native(0.15),4.143,0.155,3.846,4.427,0.003,0.002,2820.0,2294.0,1.0,1.0,10.0,1.5,50,1999,0.37,g1.0_k10_b1.5_s50
