draw,g_nat,omit,median_rt,acc,gain,bound,k,net_omit,net_median_rt,net_acc
0,9.721451,0.00024999999999997247,75.89999999999999,0.8206750474513795,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
10,8.8051295,0.00022500000000003073,75.6,0.8170416414544255,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
20,9.3579006,4.999999999999449e-05,74.69999999999999,0.8194043395759426,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
30,9.5952666,0.00024999999999997247,75.3,0.8176242470915042,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
40,9.4267416,0.0002750000000000252,75.80000000000001,0.8172965835946526,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
51,8.969517999999999,0.0002750000000000252,75.89999999999999,0.814698682509558,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
61,9.4081235,0.00029999999999996696,74.30000000000001,0.8149859712823898,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
71,9.386343,0.00029999999999996696,76.09999999999998,0.819634703196347,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
81,8.7744343,0.00022500000000003073,74.89999999999999,0.8124157658772726,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
92,9.2896724,0.00017500000000003624,74.39999999999999,0.8150613345068486,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
102,9.4106174,7.500000000004725e-05,75.6,0.8199768989604532,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
112,9.2399514,0.0002750000000000252,76.2,0.8184068654417428,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
122,9.001615,0.00024999999999997247,75.69999999999999,0.8130432390802068,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
133,9.279404999999999,0.00017500000000003624,75.39999999999999,0.8175867095744973,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
143,8.756707,0.00019999999999997797,76.0,0.8188794454988035,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
153,9.100027,0.0003250000000000197,75.49999999999999,0.8136553697183099,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
163,8.824644000000001,0.0003250000000000197,74.80000000000001,0.8170990014579265,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
173,9.164359600000001,0.0002750000000000252,75.6,0.8182043241458986,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
184,9.163282,0.00024999999999997247,75.69999999999999,0.8157388051490813,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
194,9.594227,0.00024999999999997247,75.2,0.8199697428139183,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
204,9.075835,0.00022500000000003073,75.49999999999999,0.8195670709904558,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
214,8.654343,0.00019999999999997797,75.49999999999999,0.813460956624584,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
225,9.3433535,0.00024999999999997247,76.3,0.8156287820442293,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
235,9.0587544,0.00034999999999996145,75.6,0.8183643715786868,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
245,9.5608366,0.0003750000000000142,76.09999999999998,0.8181943221830986,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
255,9.49885,0.00024999999999997247,75.80000000000001,0.8205346828758457,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
266,9.5604694,0.0003250000000000197,75.49999999999999,0.8175991637784013,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
276,9.191389,0.0003750000000000142,75.0,0.815515818431912,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
286,8.757814,0.00017500000000003624,75.2,0.8163315822767403,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
296,8.96863,0.0002750000000000252,75.3,0.8157112993728683,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
306,9.233457000000001,0.00024999999999997247,75.69999999999999,0.8154912531631643,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
317,8.925931499999999,0.00017500000000003624,75.69999999999999,0.8207173506436352,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
327,9.2663467,0.00019999999999997797,75.2,0.8150562477652171,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
337,9.289495,0.00029999999999996696,75.3,0.8154210106456139,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
347,9.1826487,0.00034999999999996145,75.0,0.8213077325117597,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
358,9.033904,0.0002750000000000252,75.3,0.8208774583963692,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
368,9.0611386,0.00022500000000003073,75.09999999999998,0.8252282979425679,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
378,9.100021,0.0003250000000000197,75.09999999999998,0.8162687059859155,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
388,8.951440999999999,0.0004750000000000032,74.80000000000001,0.8202002971441149,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
399,9.304637,0.00022500000000003073,75.09999999999998,0.8195395659707897,1.2,1.5,10.0,0.00029999999999996696,76.0,0.8199972493467198
