param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.025,0.019,-0.06,0.012,0.0,0.0,2888.0,2638.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
v_coherence_signed,8.259,0.222,7.863,8.682,0.004,0.003,2831.0,2547.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
a,1.216,0.011,1.198,1.238,0.0,0.0,2633.0,2570.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
z,0.444,0.009,0.428,0.461,0.0,0.0,2975.0,3083.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
g,0.981,0.018,0.948,1.0,0.0,0.0,2233.0,1580.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
v(0.15),1.214,0.037,1.142,1.283,0.001,0.001,2816.0,3043.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
v(0),-0.025,0.019,-0.06,0.012,0.0,0.0,2888.0,2638.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
v(-0.15),-1.263,0.039,-1.339,-1.192,0.001,0.001,2844.0,2557.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
g_native,9.809,0.185,9.477,10.0,0.003,0.004,2233.0,1580.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
a_native,0.385,0.003,0.379,0.391,0.0,0.0,2633.0,2570.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
v_native(0.15),3.84,0.119,3.612,4.057,0.002,0.002,2816.0,3043.0,1.0,0.8,10.0,1.5,45,1893,0.37,g0.8_k10_b1.5_s45
