param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.112,0.023,0.069,0.156,0.0,0.0,2645.0,2568.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
v_coherence_signed,8.944,0.26,8.461,9.426,0.005,0.004,2522.0,1993.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
a,1.027,0.009,1.01,1.043,0.0,0.0,2820.0,2400.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
z,0.56,0.008,0.543,0.574,0.0,0.0,2603.0,2630.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
g,0.973,0.025,0.925,1.0,0.0,0.001,2020.0,1739.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
v(0.15),1.454,0.048,1.361,1.54,0.001,0.001,2348.0,2208.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
v(0),0.112,0.023,0.069,0.156,0.0,0.0,2645.0,2568.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
v(-0.15),-1.23,0.042,-1.309,-1.15,0.001,0.001,2781.0,2299.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
g_native,9.726,0.254,9.251,10.0,0.005,0.005,2020.0,1739.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
a_native,0.325,0.003,0.319,0.33,0.0,0.0,2820.0,2400.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
v_native(0.15),4.596,0.152,4.305,4.87,0.003,0.002,2348.0,2208.0,1.0,1.0,10.0,1.5,42,1996,0.39,g1.0_k10_b1.5_s42
