param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.014,0.016,-0.017,0.042,0.0,0.0,2806.0,2693.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
v_coherence_signed,7.111,0.195,6.746,7.477,0.004,0.003,2752.0,2371.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
a,1.399,0.013,1.375,1.424,0.0,0.0,2709.0,2415.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
z,0.542,0.01,0.523,0.56,0.0,0.0,2601.0,2598.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
g,0.974,0.024,0.929,1.0,0.001,0.001,1959.0,1959.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
v(0.15),1.081,0.033,1.021,1.142,0.001,0.0,2513.0,2428.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
v(0),0.014,0.016,-0.017,0.042,0.0,0.0,2806.0,2693.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
v(-0.15),-1.052,0.034,-1.117,-0.991,0.001,0.001,3051.0,2453.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
g_native,15.58,0.391,14.863,16.0,0.008,0.01,1959.0,1959.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
a_native,0.35,0.003,0.344,0.356,0.0,0.0,2709.0,2415.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
v_native(0.15),4.324,0.131,4.083,4.57,0.003,0.002,2513.0,2428.0,1.0,0.8,16.0,1.5,58,1961,0.38,g0.8_k16_b1.5_s58
