param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.028,0.02,-0.006,0.068,0.0,0.0,2515.0,2338.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
v_coherence_signed,8.781,0.228,8.354,9.215,0.004,0.004,2777.0,2488.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
a,1.242,0.013,1.217,1.267,0.0,0.0,2324.0,2413.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
z,0.609,0.009,0.593,0.625,0.0,0.0,2496.0,2269.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
g,0.958,0.036,0.89,1.0,0.001,0.001,1848.0,1423.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
v(0.15),1.345,0.041,1.264,1.418,0.001,0.001,2628.0,2541.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
v(0),0.028,0.02,-0.006,0.068,0.0,0.0,2515.0,2338.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
v(-0.15),-1.289,0.038,-1.363,-1.219,0.001,0.001,2783.0,2598.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
g_native,9.58,0.361,8.903,10.0,0.007,0.007,1848.0,1423.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
a_native,0.393,0.004,0.385,0.401,0.0,0.0,2324.0,2413.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
v_native(0.15),4.252,0.129,3.997,4.483,0.003,0.002,2628.0,2541.0,1.0,0.8,10.0,1.5,59,1938,0.43,g0.8_k10_b1.5_s59
